
U(x, u) = x^2 + u^2

+-------+------------+-------------+---------------+-------------+
|   x   |   Пикар    | Явный Эйлер | Неявный Эйлер | Рунге-Кутта |
| 0.902 | 2.5266e-01 |  2.5242e-01 |   2.5245e-01  |  2.5266e-01 |
| 0.902 | 2.5310e-01 |  2.5286e-01 |   2.5289e-01  |  2.5310e-01 |
| 0.903 | 2.5354e-01 |  2.5330e-01 |   2.5333e-01  |  2.5354e-01 |
| 0.903 | 2.5398e-01 |  2.5374e-01 |   2.5377e-01  |  2.5398e-01 |
| 0.904 | 2.5442e-01 |  2.5418e-01 |   2.5421e-01  |  2.5442e-01 |
| 0.904 | 2.5486e-01 |  2.5462e-01 |   2.5465e-01  |  2.5486e-01 |
| 0.905 | 2.5530e-01 |  2.5506e-01 |   2.5510e-01  |  2.5530e-01 |
| 0.905 | 2.5574e-01 |  2.5550e-01 |   2.5554e-01  |  2.5574e-01 |
| 0.906 | 2.5618e-01 |  2.5595e-01 |   2.5598e-01  |  2.5618e-01 |
| 0.906 | 2.5663e-01 |  2.5639e-01 |   2.5642e-01  |  2.5663e-01 |
| 0.907 | 2.5707e-01 |  2.5683e-01 |   2.5687e-01  |  2.5707e-01 |
| 0.907 | 2.5752e-01 |  2.5728e-01 |   2.5731e-01  |  2.5752e-01 |
| 0.908 | 2.5796e-01 |  2.5772e-01 |   2.5776e-01  |  2.5796e-01 |
| 0.908 | 2.5841e-01 |  2.5817e-01 |   2.5820e-01  |  2.5841e-01 |
| 0.909 | 2.5885e-01 |  2.5861e-01 |   2.5865e-01  |  2.5885e-01 |
| 0.909 | 2.5930e-01 |  2.5906e-01 |   2.5910e-01  |  2.5930e-01 |
| 0.910 | 2.5975e-01 |  2.5951e-01 |   2.5954e-01  |  2.5975e-01 |
| 0.910 | 2.6020e-01 |  2.5996e-01 |   2.5999e-01  |  2.6020e-01 |
| 0.911 | 2.6065e-01 |  2.6040e-01 |   2.6044e-01  |  2.6065e-01 |
| 0.911 | 2.6109e-01 |  2.6085e-01 |   2.6089e-01  |  2.6109e-01 |
| 0.912 | 2.6154e-01 |  2.6130e-01 |   2.6134e-01  |  2.6154e-01 |
| 0.912 | 2.6199e-01 |  2.6175e-01 |   2.6179e-01  |  2.6200e-01 |
| 0.913 | 2.6245e-01 |  2.6220e-01 |   2.6224e-01  |  2.6245e-01 |
| 0.913 | 2.6290e-01 |  2.6265e-01 |   2.6269e-01  |  2.6290e-01 |
| 0.914 | 2.6335e-01 |  2.6311e-01 |   2.6314e-01  |  2.6335e-01 |
| 0.914 | 2.6380e-01 |  2.6356e-01 |   2.6359e-01  |  2.6380e-01 |
| 0.915 | 2.6426e-01 |  2.6401e-01 |   2.6405e-01  |  2.6426e-01 |
| 0.915 | 2.6471e-01 |  2.6446e-01 |   2.6450e-01  |  2.6471e-01 |
| 0.916 | 2.6516e-01 |  2.6492e-01 |   2.6495e-01  |  2.6516e-01 |
| 0.916 | 2.6562e-01 |  2.6537e-01 |   2.6541e-01  |  2.6562e-01 |
| 0.917 | 2.6607e-01 |  2.6583e-01 |   2.6586e-01  |  2.6607e-01 |
| 0.917 | 2.6653e-01 |  2.6628e-01 |   2.6632e-01  |  2.6653e-01 |
| 0.918 | 2.6699e-01 |  2.6674e-01 |   2.6678e-01  |  2.6699e-01 |
| 0.918 | 2.6744e-01 |  2.6720e-01 |   2.6723e-01  |  2.6744e-01 |
| 0.919 | 2.6790e-01 |  2.6765e-01 |   2.6769e-01  |  2.6790e-01 |
| 0.919 | 2.6836e-01 |  2.6811e-01 |   2.6815e-01  |  2.6836e-01 |
| 0.920 | 2.6882e-01 |  2.6857e-01 |   2.6861e-01  |  2.6882e-01 |
| 0.920 | 2.6928e-01 |  2.6903e-01 |   2.6907e-01  |  2.6928e-01 |
| 0.921 | 2.6974e-01 |  2.6949e-01 |   2.6953e-01  |  2.6974e-01 |
| 0.921 | 2.7020e-01 |  2.6995e-01 |   2.6999e-01  |  2.7020e-01 |
| 0.922 | 2.7066e-01 |  2.7041e-01 |   2.7045e-01  |  2.7066e-01 |
| 0.922 | 2.7112e-01 |  2.7087e-01 |   2.7091e-01  |  2.7112e-01 |
| 0.923 | 2.7159e-01 |  2.7134e-01 |   2.7137e-01  |  2.7159e-01 |
| 0.923 | 2.7205e-01 |  2.7180e-01 |   2.7184e-01  |  2.7205e-01 |
| 0.924 | 2.7251e-01 |  2.7226e-01 |   2.7230e-01  |  2.7251e-01 |
| 0.924 | 2.7298e-01 |  2.7273e-01 |   2.7276e-01  |  2.7298e-01 |
| 0.925 | 2.7344e-01 |  2.7319e-01 |   2.7323e-01  |  2.7344e-01 |
| 0.925 | 2.7391e-01 |  2.7366e-01 |   2.7369e-01  |  2.7391e-01 |
| 0.926 | 2.7437e-01 |  2.7412e-01 |   2.7416e-01  |  2.7437e-01 |
| 0.926 | 2.7484e-01 |  2.7459e-01 |   2.7463e-01  |  2.7484e-01 |
| 0.927 | 2.7531e-01 |  2.7505e-01 |   2.7509e-01  |  2.7531e-01 |
| 0.927 | 2.7578e-01 |  2.7552e-01 |   2.7556e-01  |  2.7578e-01 |
| 0.928 | 2.7624e-01 |  2.7599e-01 |   2.7603e-01  |  2.7624e-01 |
| 0.928 | 2.7671e-01 |  2.7646e-01 |   2.7650e-01  |  2.7671e-01 |
| 0.929 | 2.7718e-01 |  2.7693e-01 |   2.7697e-01  |  2.7718e-01 |
| 0.929 | 2.7765e-01 |  2.7740e-01 |   2.7744e-01  |  2.7765e-01 |
| 0.930 | 2.7812e-01 |  2.7787e-01 |   2.7791e-01  |  2.7812e-01 |
| 0.930 | 2.7860e-01 |  2.7834e-01 |   2.7838e-01  |  2.7860e-01 |
| 0.931 | 2.7907e-01 |  2.7881e-01 |   2.7885e-01  |  2.7907e-01 |
| 0.931 | 2.7954e-01 |  2.7928e-01 |   2.7932e-01  |  2.7954e-01 |
| 0.932 | 2.8001e-01 |  2.7976e-01 |   2.7980e-01  |  2.8001e-01 |
| 0.932 | 2.8049e-01 |  2.8023e-01 |   2.8027e-01  |  2.8049e-01 |
| 0.933 | 2.8096e-01 |  2.8070e-01 |   2.8074e-01  |  2.8096e-01 |
| 0.933 | 2.8144e-01 |  2.8118e-01 |   2.8122e-01  |  2.8144e-01 |
| 0.934 | 2.8191e-01 |  2.8165e-01 |   2.8169e-01  |  2.8191e-01 |
| 0.934 | 2.8239e-01 |  2.8213e-01 |   2.8217e-01  |  2.8239e-01 |
| 0.935 | 2.8286e-01 |  2.8261e-01 |   2.8265e-01  |  2.8287e-01 |
| 0.935 | 2.8334e-01 |  2.8308e-01 |   2.8312e-01  |  2.8334e-01 |
| 0.936 | 2.8382e-01 |  2.8356e-01 |   2.8360e-01  |  2.8382e-01 |
| 0.936 | 2.8430e-01 |  2.8404e-01 |   2.8408e-01  |  2.8430e-01 |
| 0.937 | 2.8478e-01 |  2.8452e-01 |   2.8456e-01  |  2.8478e-01 |
| 0.938 | 2.8526e-01 |  2.8500e-01 |   2.8504e-01  |  2.8526e-01 |
| 0.938 | 2.8574e-01 |  2.8548e-01 |   2.8552e-01  |  2.8574e-01 |
| 0.939 | 2.8622e-01 |  2.8596e-01 |   2.8600e-01  |  2.8622e-01 |
| 0.939 | 2.8670e-01 |  2.8644e-01 |   2.8648e-01  |  2.8670e-01 |
| 0.940 | 2.8718e-01 |  2.8692e-01 |   2.8696e-01  |  2.8718e-01 |
| 0.940 | 2.8767e-01 |  2.8740e-01 |   2.8745e-01  |  2.8767e-01 |
| 0.941 | 2.8815e-01 |  2.8789e-01 |   2.8793e-01  |  2.8815e-01 |
| 0.941 | 2.8863e-01 |  2.8837e-01 |   2.8841e-01  |  2.8863e-01 |
| 0.942 | 2.8912e-01 |  2.8885e-01 |   2.8890e-01  |  2.8912e-01 |
| 0.942 | 2.8960e-01 |  2.8934e-01 |   2.8938e-01  |  2.8960e-01 |
| 0.943 | 2.9009e-01 |  2.8982e-01 |   2.8987e-01  |  2.9009e-01 |
| 0.943 | 2.9058e-01 |  2.9031e-01 |   2.9036e-01  |  2.9058e-01 |
| 0.944 | 2.9106e-01 |  2.9080e-01 |   2.9084e-01  |  2.9106e-01 |
| 0.944 | 2.9155e-01 |  2.9129e-01 |   2.9133e-01  |  2.9155e-01 |
| 0.945 | 2.9204e-01 |  2.9177e-01 |   2.9182e-01  |  2.9204e-01 |
| 0.945 | 2.9253e-01 |  2.9226e-01 |   2.9231e-01  |  2.9253e-01 |
| 0.946 | 2.9302e-01 |  2.9275e-01 |   2.9280e-01  |  2.9302e-01 |
| 0.946 | 2.9351e-01 |  2.9324e-01 |   2.9329e-01  |  2.9351e-01 |
| 0.947 | 2.9400e-01 |  2.9373e-01 |   2.9378e-01  |  2.9400e-01 |
| 0.947 | 2.9449e-01 |  2.9422e-01 |   2.9427e-01  |  2.9449e-01 |
| 0.948 | 2.9498e-01 |  2.9471e-01 |   2.9476e-01  |  2.9498e-01 |
| 0.948 | 2.9548e-01 |  2.9521e-01 |   2.9525e-01  |  2.9548e-01 |
| 0.949 | 2.9597e-01 |  2.9570e-01 |   2.9575e-01  |  2.9597e-01 |
| 0.949 | 2.9646e-01 |  2.9619e-01 |   2.9624e-01  |  2.9646e-01 |
| 0.950 | 2.9696e-01 |  2.9669e-01 |   2.9673e-01  |  2.9696e-01 |
| 0.950 | 2.9745e-01 |  2.9718e-01 |   2.9723e-01  |  2.9745e-01 |
| 0.951 | 2.9795e-01 |  2.9768e-01 |   2.9772e-01  |  2.9795e-01 |
| 0.951 | 2.9844e-01 |  2.9817e-01 |   2.9822e-01  |  2.9844e-01 |
| 0.952 | 2.9894e-01 |  2.9867e-01 |   2.9872e-01  |  2.9894e-01 |
| 0.952 | 2.9944e-01 |  2.9917e-01 |   2.9921e-01  |  2.9944e-01 |
| 0.953 | 2.9994e-01 |  2.9966e-01 |   2.9971e-01  |  2.9994e-01 |
| 0.953 | 3.0044e-01 |  3.0016e-01 |   3.0021e-01  |  3.0044e-01 |
| 0.954 | 3.0094e-01 |  3.0066e-01 |   3.0071e-01  |  3.0094e-01 |
| 0.954 | 3.0144e-01 |  3.0116e-01 |   3.0121e-01  |  3.0144e-01 |
| 0.955 | 3.0194e-01 |  3.0166e-01 |   3.0171e-01  |  3.0194e-01 |
| 0.955 | 3.0244e-01 |  3.0216e-01 |   3.0221e-01  |  3.0244e-01 |
| 0.956 | 3.0294e-01 |  3.0267e-01 |   3.0271e-01  |  3.0294e-01 |
| 0.956 | 3.0344e-01 |  3.0317e-01 |   3.0322e-01  |  3.0344e-01 |
| 0.957 | 3.0395e-01 |  3.0367e-01 |   3.0372e-01  |  3.0395e-01 |
| 0.957 | 3.0445e-01 |  3.0417e-01 |   3.0422e-01  |  3.0445e-01 |
| 0.958 | 3.0496e-01 |  3.0468e-01 |   3.0473e-01  |  3.0496e-01 |
| 0.958 | 3.0546e-01 |  3.0518e-01 |   3.0523e-01  |  3.0546e-01 |
| 0.959 | 3.0597e-01 |  3.0569e-01 |   3.0574e-01  |  3.0597e-01 |
| 0.959 | 3.0647e-01 |  3.0619e-01 |   3.0624e-01  |  3.0647e-01 |
| 0.960 | 3.0698e-01 |  3.0670e-01 |   3.0675e-01  |  3.0698e-01 |
| 0.960 | 3.0749e-01 |  3.0721e-01 |   3.0726e-01  |  3.0749e-01 |
| 0.960 | 3.0800e-01 |  3.0772e-01 |   3.0777e-01  |  3.0800e-01 |
| 0.961 | 3.0851e-01 |  3.0823e-01 |   3.0828e-01  |  3.0851e-01 |
| 0.961 | 3.0901e-01 |  3.0873e-01 |   3.0879e-01  |  3.0901e-01 |
| 0.962 | 3.0953e-01 |  3.0924e-01 |   3.0930e-01  |  3.0953e-01 |
| 0.962 | 3.1004e-01 |  3.0976e-01 |   3.0981e-01  |  3.1004e-01 |
| 0.963 | 3.1055e-01 |  3.1027e-01 |   3.1032e-01  |  3.1055e-01 |
| 0.963 | 3.1106e-01 |  3.1078e-01 |   3.1083e-01  |  3.1106e-01 |
| 0.964 | 3.1157e-01 |  3.1129e-01 |   3.1134e-01  |  3.1157e-01 |
| 0.964 | 3.1209e-01 |  3.1180e-01 |   3.1186e-01  |  3.1209e-01 |
| 0.965 | 3.1260e-01 |  3.1232e-01 |   3.1237e-01  |  3.1260e-01 |
| 0.965 | 3.1312e-01 |  3.1283e-01 |   3.1288e-01  |  3.1312e-01 |
| 0.966 | 3.1363e-01 |  3.1335e-01 |   3.1340e-01  |  3.1363e-01 |
| 0.966 | 3.1415e-01 |  3.1386e-01 |   3.1391e-01  |  3.1415e-01 |
| 0.967 | 3.1466e-01 |  3.1438e-01 |   3.1443e-01  |  3.1466e-01 |
| 0.967 | 3.1518e-01 |  3.1490e-01 |   3.1495e-01  |  3.1518e-01 |
| 0.968 | 3.1570e-01 |  3.1541e-01 |   3.1547e-01  |  3.1570e-01 |
| 0.968 | 3.1622e-01 |  3.1593e-01 |   3.1598e-01  |  3.1622e-01 |
| 0.969 | 3.1674e-01 |  3.1645e-01 |   3.1650e-01  |  3.1674e-01 |
| 0.969 | 3.1726e-01 |  3.1697e-01 |   3.1702e-01  |  3.1726e-01 |
| 0.970 | 3.1778e-01 |  3.1749e-01 |   3.1754e-01  |  3.1778e-01 |
| 0.970 | 3.1830e-01 |  3.1801e-01 |   3.1806e-01  |  3.1830e-01 |
| 0.971 | 3.1882e-01 |  3.1853e-01 |   3.1859e-01  |  3.1882e-01 |
| 0.971 | 3.1934e-01 |  3.1905e-01 |   3.1911e-01  |  3.1934e-01 |
| 0.972 | 3.1987e-01 |  3.1958e-01 |   3.1963e-01  |  3.1987e-01 |
| 0.972 | 3.2039e-01 |  3.2010e-01 |   3.2016e-01  |  3.2039e-01 |
| 0.973 | 3.2091e-01 |  3.2063e-01 |   3.2068e-01  |  3.2091e-01 |
| 0.973 | 3.2144e-01 |  3.2115e-01 |   3.2120e-01  |  3.2144e-01 |
| 0.974 | 3.2197e-01 |  3.2168e-01 |   3.2173e-01  |  3.2197e-01 |
| 0.974 | 3.2249e-01 |  3.2220e-01 |   3.2226e-01  |  3.2249e-01 |
| 0.975 | 3.2302e-01 |  3.2273e-01 |   3.2278e-01  |  3.2302e-01 |
| 0.975 | 3.2355e-01 |  3.2326e-01 |   3.2331e-01  |  3.2355e-01 |
| 0.976 | 3.2408e-01 |  3.2378e-01 |   3.2384e-01  |  3.2408e-01 |
| 0.976 | 3.2460e-01 |  3.2431e-01 |   3.2437e-01  |  3.2461e-01 |
| 0.977 | 3.2513e-01 |  3.2484e-01 |   3.2490e-01  |  3.2513e-01 |
| 0.977 | 3.2567e-01 |  3.2537e-01 |   3.2543e-01  |  3.2567e-01 |
| 0.978 | 3.2620e-01 |  3.2590e-01 |   3.2596e-01  |  3.2620e-01 |
| 0.978 | 3.2673e-01 |  3.2643e-01 |   3.2649e-01  |  3.2673e-01 |
| 0.979 | 3.2726e-01 |  3.2697e-01 |   3.2702e-01  |  3.2726e-01 |
| 0.979 | 3.2779e-01 |  3.2750e-01 |   3.2756e-01  |  3.2779e-01 |
| 0.980 | 3.2833e-01 |  3.2803e-01 |   3.2809e-01  |  3.2833e-01 |
| 0.980 | 3.2886e-01 |  3.2857e-01 |   3.2862e-01  |  3.2886e-01 |
| 0.981 | 3.2940e-01 |  3.2910e-01 |   3.2916e-01  |  3.2940e-01 |
| 0.981 | 3.2993e-01 |  3.2964e-01 |   3.2969e-01  |  3.2993e-01 |
| 0.982 | 3.3047e-01 |  3.3017e-01 |   3.3023e-01  |  3.3047e-01 |
| 0.982 | 3.3101e-01 |  3.3071e-01 |   3.3077e-01  |  3.3101e-01 |
| 0.983 | 3.3154e-01 |  3.3125e-01 |   3.3130e-01  |  3.3154e-01 |
| 0.983 | 3.3208e-01 |  3.3178e-01 |   3.3184e-01  |  3.3208e-01 |
| 0.984 | 3.3262e-01 |  3.3232e-01 |   3.3238e-01  |  3.3262e-01 |
| 0.984 | 3.3316e-01 |  3.3286e-01 |   3.3292e-01  |  3.3316e-01 |
| 0.985 | 3.3370e-01 |  3.3340e-01 |   3.3346e-01  |  3.3370e-01 |
| 0.985 | 3.3424e-01 |  3.3394e-01 |   3.3400e-01  |  3.3424e-01 |
| 0.986 | 3.3478e-01 |  3.3448e-01 |   3.3454e-01  |  3.3478e-01 |
| 0.986 | 3.3533e-01 |  3.3503e-01 |   3.3509e-01  |  3.3533e-01 |
| 0.987 | 3.3587e-01 |  3.3557e-01 |   3.3563e-01  |  3.3587e-01 |
| 0.987 | 3.3641e-01 |  3.3611e-01 |   3.3617e-01  |  3.3641e-01 |
| 0.988 | 3.3696e-01 |  3.3666e-01 |   3.3672e-01  |  3.3696e-01 |
| 0.988 | 3.3750e-01 |  3.3720e-01 |   3.3726e-01  |  3.3750e-01 |
| 0.989 | 3.3805e-01 |  3.3775e-01 |   3.3781e-01  |  3.3805e-01 |
| 0.989 | 3.3860e-01 |  3.3829e-01 |   3.3835e-01  |  3.3860e-01 |
| 0.990 | 3.3914e-01 |  3.3884e-01 |   3.3890e-01  |  3.3914e-01 |
| 0.990 | 3.3969e-01 |  3.3939e-01 |   3.3945e-01  |  3.3969e-01 |
| 0.991 | 3.4024e-01 |  3.3993e-01 |   3.4000e-01  |  3.4024e-01 |
| 0.991 | 3.4079e-01 |  3.4048e-01 |   3.4055e-01  |  3.4079e-01 |
| 0.992 | 3.4134e-01 |  3.4103e-01 |   3.4110e-01  |  3.4134e-01 |
| 0.992 | 3.4189e-01 |  3.4158e-01 |   3.4165e-01  |  3.4189e-01 |
| 0.993 | 3.4244e-01 |  3.4213e-01 |   3.4220e-01  |  3.4244e-01 |
| 0.993 | 3.4299e-01 |  3.4269e-01 |   3.4275e-01  |  3.4299e-01 |
| 0.994 | 3.4355e-01 |  3.4324e-01 |   3.4330e-01  |  3.4355e-01 |
| 0.994 | 3.4410e-01 |  3.4379e-01 |   3.4385e-01  |  3.4410e-01 |
| 0.995 | 3.4465e-01 |  3.4434e-01 |   3.4441e-01  |  3.4465e-01 |
| 0.995 | 3.4521e-01 |  3.4490e-01 |   3.4496e-01  |  3.4521e-01 |
| 0.996 | 3.4576e-01 |  3.4545e-01 |   3.4552e-01  |  3.4576e-01 |
| 0.996 | 3.4632e-01 |  3.4601e-01 |   3.4607e-01  |  3.4632e-01 |
| 0.997 | 3.4688e-01 |  3.4657e-01 |   3.4663e-01  |  3.4688e-01 |
| 0.997 | 3.4743e-01 |  3.4712e-01 |   3.4719e-01  |  3.4743e-01 |
| 0.998 | 3.4799e-01 |  3.4768e-01 |   3.4775e-01  |  3.4799e-01 |
| 0.998 | 3.4855e-01 |  3.4824e-01 |   3.4830e-01  |  3.4855e-01 |
| 0.999 | 3.4911e-01 |  3.4880e-01 |   3.4886e-01  |  3.4911e-01 |
| 0.999 | 3.4967e-01 |  3.4936e-01 |   3.4942e-01  |  3.4967e-01 |
| 1.000 | 3.5023e-01 |  3.4992e-01 |   3.4998e-01  |  3.5023e-01 |
| 1.000 | 3.5079e-01 |  3.5048e-01 |   3.5055e-01  |  3.5079e-01 |
| 1.001 | 3.5136e-01 |  3.5104e-01 |   3.5111e-01  |  3.5136e-01 |
| 1.002 | 3.5192e-01 |  3.5160e-01 |   3.5167e-01  |  3.5192e-01 |
| 1.002 | 3.5248e-01 |  3.5217e-01 |   3.5223e-01  |  3.5248e-01 |
| 1.002 | 3.5305e-01 |  3.5273e-01 |   3.5280e-01  |  3.5305e-01 |
| 1.003 | 3.5361e-01 |  3.5330e-01 |   3.5336e-01  |  3.5361e-01 |
| 1.004 | 3.5418e-01 |  3.5386e-01 |   3.5393e-01  |  3.5418e-01 |
| 1.004 | 3.5474e-01 |  3.5443e-01 |   3.5450e-01  |  3.5474e-01 |
| 1.004 | 3.5531e-01 |  3.5499e-01 |   3.5506e-01  |  3.5531e-01 |
| 1.005 | 3.5588e-01 |  3.5556e-01 |   3.5563e-01  |  3.5588e-01 |
| 1.006 | 3.5645e-01 |  3.5613e-01 |   3.5620e-01  |  3.5645e-01 |
| 1.006 | 3.5702e-01 |  3.5670e-01 |   3.5677e-01  |  3.5702e-01 |
| 1.006 | 3.5759e-01 |  3.5727e-01 |   3.5734e-01  |  3.5759e-01 |
| 1.007 | 3.5816e-01 |  3.5784e-01 |   3.5791e-01  |  3.5816e-01 |
| 1.008 | 3.5873e-01 |  3.5841e-01 |   3.5848e-01  |  3.5873e-01 |
| 1.008 | 3.5930e-01 |  3.5898e-01 |   3.5905e-01  |  3.5930e-01 |
| 1.008 | 3.5988e-01 |  3.5955e-01 |   3.5962e-01  |  3.5988e-01 |
| 1.009 | 3.6045e-01 |  3.6013e-01 |   3.6020e-01  |  3.6045e-01 |
| 1.010 | 3.6102e-01 |  3.6070e-01 |   3.6077e-01  |  3.6102e-01 |
| 1.010 | 3.6160e-01 |  3.6128e-01 |   3.6135e-01  |  3.6160e-01 |
| 1.010 | 3.6217e-01 |  3.6185e-01 |   3.6192e-01  |  3.6217e-01 |
| 1.011 | 3.6275e-01 |  3.6243e-01 |   3.6250e-01  |  3.6275e-01 |
| 1.012 | 3.6333e-01 |  3.6300e-01 |   3.6308e-01  |  3.6333e-01 |
| 1.012 | 3.6391e-01 |  3.6358e-01 |   3.6365e-01  |  3.6391e-01 |
| 1.012 | 3.6448e-01 |  3.6416e-01 |   3.6423e-01  |  3.6448e-01 |
| 1.013 | 3.6506e-01 |  3.6474e-01 |   3.6481e-01  |  3.6506e-01 |
| 1.014 | 3.6564e-01 |  3.6532e-01 |   3.6539e-01  |  3.6564e-01 |
| 1.014 | 3.6623e-01 |  3.6590e-01 |   3.6597e-01  |  3.6623e-01 |
| 1.014 | 3.6681e-01 |  3.6648e-01 |   3.6655e-01  |  3.6681e-01 |
| 1.015 | 3.6739e-01 |  3.6706e-01 |   3.6713e-01  |  3.6739e-01 |
| 1.016 | 3.6797e-01 |  3.6764e-01 |   3.6772e-01  |  3.6797e-01 |
| 1.016 | 3.6856e-01 |  3.6823e-01 |   3.6830e-01  |  3.6856e-01 |
| 1.016 | 3.6914e-01 |  3.6881e-01 |   3.6888e-01  |  3.6914e-01 |
| 1.017 | 3.6973e-01 |  3.6940e-01 |   3.6947e-01  |  3.6973e-01 |
| 1.018 | 3.7031e-01 |  3.6998e-01 |   3.7005e-01  |  3.7031e-01 |
| 1.018 | 3.7090e-01 |  3.7057e-01 |   3.7064e-01  |  3.7090e-01 |
| 1.018 | 3.7148e-01 |  3.7115e-01 |   3.7123e-01  |  3.7148e-01 |
| 1.019 | 3.7207e-01 |  3.7174e-01 |   3.7182e-01  |  3.7207e-01 |
| 1.020 | 3.7266e-01 |  3.7233e-01 |   3.7240e-01  |  3.7266e-01 |
| 1.020 | 3.7325e-01 |  3.7292e-01 |   3.7299e-01  |  3.7325e-01 |
| 1.020 | 3.7384e-01 |  3.7351e-01 |   3.7358e-01  |  3.7384e-01 |
| 1.021 | 3.7443e-01 |  3.7410e-01 |   3.7417e-01  |  3.7443e-01 |
| 1.022 | 3.7502e-01 |  3.7469e-01 |   3.7477e-01  |  3.7502e-01 |
| 1.022 | 3.7562e-01 |  3.7528e-01 |   3.7536e-01  |  3.7562e-01 |
| 1.022 | 3.7621e-01 |  3.7587e-01 |   3.7595e-01  |  3.7621e-01 |
| 1.023 | 3.7680e-01 |  3.7647e-01 |   3.7654e-01  |  3.7680e-01 |
| 1.024 | 3.7740e-01 |  3.7706e-01 |   3.7714e-01  |  3.7740e-01 |
| 1.024 | 3.7799e-01 |  3.7766e-01 |   3.7773e-01  |  3.7799e-01 |
| 1.024 | 3.7859e-01 |  3.7825e-01 |   3.7833e-01  |  3.7859e-01 |
| 1.025 | 3.7919e-01 |  3.7885e-01 |   3.7893e-01  |  3.7919e-01 |
| 1.025 | 3.7978e-01 |  3.7945e-01 |   3.7952e-01  |  3.7978e-01 |
| 1.026 | 3.8038e-01 |  3.8004e-01 |   3.8012e-01  |  3.8038e-01 |
| 1.026 | 3.8098e-01 |  3.8064e-01 |   3.8072e-01  |  3.8098e-01 |
| 1.027 | 3.8158e-01 |  3.8124e-01 |   3.8132e-01  |  3.8158e-01 |
| 1.027 | 3.8218e-01 |  3.8184e-01 |   3.8192e-01  |  3.8218e-01 |
| 1.028 | 3.8278e-01 |  3.8244e-01 |   3.8252e-01  |  3.8278e-01 |
| 1.028 | 3.8338e-01 |  3.8304e-01 |   3.8312e-01  |  3.8339e-01 |
| 1.029 | 3.8399e-01 |  3.8365e-01 |   3.8373e-01  |  3.8399e-01 |
| 1.029 | 3.8459e-01 |  3.8425e-01 |   3.8433e-01  |  3.8459e-01 |
| 1.030 | 3.8520e-01 |  3.8485e-01 |   3.8493e-01  |  3.8520e-01 |
| 1.030 | 3.8580e-01 |  3.8546e-01 |   3.8554e-01  |  3.8580e-01 |
| 1.031 | 3.8641e-01 |  3.8606e-01 |   3.8614e-01  |  3.8641e-01 |
| 1.031 | 3.8701e-01 |  3.8667e-01 |   3.8675e-01  |  3.8701e-01 |
| 1.032 | 3.8762e-01 |  3.8728e-01 |   3.8736e-01  |  3.8762e-01 |
| 1.032 | 3.8823e-01 |  3.8788e-01 |   3.8796e-01  |  3.8823e-01 |
| 1.033 | 3.8884e-01 |  3.8849e-01 |   3.8857e-01  |  3.8884e-01 |
| 1.033 | 3.8945e-01 |  3.8910e-01 |   3.8918e-01  |  3.8945e-01 |
| 1.034 | 3.9006e-01 |  3.8971e-01 |   3.8979e-01  |  3.9006e-01 |
| 1.034 | 3.9067e-01 |  3.9032e-01 |   3.9040e-01  |  3.9067e-01 |
| 1.035 | 3.9128e-01 |  3.9093e-01 |   3.9101e-01  |  3.9128e-01 |
| 1.035 | 3.9189e-01 |  3.9154e-01 |   3.9163e-01  |  3.9189e-01 |
| 1.036 | 3.9251e-01 |  3.9216e-01 |   3.9224e-01  |  3.9251e-01 |
| 1.036 | 3.9312e-01 |  3.9277e-01 |   3.9285e-01  |  3.9312e-01 |
| 1.037 | 3.9373e-01 |  3.9338e-01 |   3.9347e-01  |  3.9373e-01 |
| 1.037 | 3.9435e-01 |  3.9400e-01 |   3.9408e-01  |  3.9435e-01 |
| 1.038 | 3.9497e-01 |  3.9462e-01 |   3.9470e-01  |  3.9497e-01 |
| 1.038 | 3.9558e-01 |  3.9523e-01 |   3.9532e-01  |  3.9558e-01 |
| 1.039 | 3.9620e-01 |  3.9585e-01 |   3.9593e-01  |  3.9620e-01 |
| 1.039 | 3.9682e-01 |  3.9647e-01 |   3.9655e-01  |  3.9682e-01 |
| 1.040 | 3.9744e-01 |  3.9709e-01 |   3.9717e-01  |  3.9744e-01 |
| 1.040 | 3.9806e-01 |  3.9771e-01 |   3.9779e-01  |  3.9806e-01 |
| 1.041 | 3.9868e-01 |  3.9833e-01 |   3.9841e-01  |  3.9868e-01 |
| 1.041 | 3.9930e-01 |  3.9895e-01 |   3.9903e-01  |  3.9930e-01 |
| 1.042 | 3.9992e-01 |  3.9957e-01 |   3.9966e-01  |  3.9992e-01 |
| 1.042 | 4.0055e-01 |  4.0019e-01 |   4.0028e-01  |  4.0055e-01 |
| 1.043 | 4.0117e-01 |  4.0082e-01 |   4.0090e-01  |  4.0117e-01 |
| 1.043 | 4.0180e-01 |  4.0144e-01 |   4.0153e-01  |  4.0180e-01 |
| 1.044 | 4.0242e-01 |  4.0207e-01 |   4.0215e-01  |  4.0242e-01 |
| 1.044 | 4.0305e-01 |  4.0269e-01 |   4.0278e-01  |  4.0305e-01 |
| 1.045 | 4.0368e-01 |  4.0332e-01 |   4.0341e-01  |  4.0368e-01 |
| 1.045 | 4.0430e-01 |  4.0394e-01 |   4.0403e-01  |  4.0430e-01 |
| 1.046 | 4.0493e-01 |  4.0457e-01 |   4.0466e-01  |  4.0493e-01 |
| 1.046 | 4.0556e-01 |  4.0520e-01 |   4.0529e-01  |  4.0556e-01 |
