
U(x, u) = x^2 + u^2

+-------+------------+-------------+---------------+-------------+
|   x   |   Пикар    | Явный Эйлер | Неявный Эйлер | Рунге-Кутта |
| 0.515 | 4.5683e-02 |  4.5616e-02 |   4.5617e-02  |  4.5683e-02 |
| 0.515 | 4.5817e-02 |  4.5750e-02 |   4.5751e-02  |  4.5817e-02 |
| 0.516 | 4.5951e-02 |  4.5884e-02 |   4.5885e-02  |  4.5951e-02 |
| 0.516 | 4.6086e-02 |  4.6018e-02 |   4.6019e-02  |  4.6086e-02 |
| 0.517 | 4.6220e-02 |  4.6152e-02 |   4.6153e-02  |  4.6220e-02 |
| 0.517 | 4.6355e-02 |  4.6287e-02 |   4.6288e-02  |  4.6355e-02 |
| 0.518 | 4.6490e-02 |  4.6422e-02 |   4.6423e-02  |  4.6490e-02 |
| 0.518 | 4.6626e-02 |  4.6557e-02 |   4.6558e-02  |  4.6626e-02 |
| 0.519 | 4.6761e-02 |  4.6693e-02 |   4.6694e-02  |  4.6761e-02 |
| 0.519 | 4.6897e-02 |  4.6829e-02 |   4.6830e-02  |  4.6897e-02 |
| 0.520 | 4.7033e-02 |  4.6965e-02 |   4.6966e-02  |  4.7033e-02 |
| 0.520 | 4.7170e-02 |  4.7101e-02 |   4.7102e-02  |  4.7170e-02 |
| 0.521 | 4.7306e-02 |  4.7237e-02 |   4.7239e-02  |  4.7306e-02 |
| 0.521 | 4.7443e-02 |  4.7374e-02 |   4.7375e-02  |  4.7443e-02 |
| 0.522 | 4.7581e-02 |  4.7511e-02 |   4.7513e-02  |  4.7581e-02 |
| 0.522 | 4.7718e-02 |  4.7649e-02 |   4.7650e-02  |  4.7718e-02 |
| 0.523 | 4.7856e-02 |  4.7786e-02 |   4.7788e-02  |  4.7856e-02 |
| 0.523 | 4.7994e-02 |  4.7924e-02 |   4.7925e-02  |  4.7994e-02 |
| 0.524 | 4.8132e-02 |  4.8062e-02 |   4.8064e-02  |  4.8132e-02 |
| 0.524 | 4.8271e-02 |  4.8201e-02 |   4.8202e-02  |  4.8271e-02 |
| 0.525 | 4.8410e-02 |  4.8340e-02 |   4.8341e-02  |  4.8410e-02 |
| 0.525 | 4.8549e-02 |  4.8479e-02 |   4.8480e-02  |  4.8549e-02 |
| 0.526 | 4.8688e-02 |  4.8618e-02 |   4.8619e-02  |  4.8688e-02 |
| 0.526 | 4.8828e-02 |  4.8757e-02 |   4.8759e-02  |  4.8828e-02 |
| 0.527 | 4.8968e-02 |  4.8897e-02 |   4.8898e-02  |  4.8968e-02 |
| 0.527 | 4.9108e-02 |  4.9037e-02 |   4.9038e-02  |  4.9108e-02 |
| 0.528 | 4.9248e-02 |  4.9178e-02 |   4.9179e-02  |  4.9248e-02 |
| 0.528 | 4.9389e-02 |  4.9318e-02 |   4.9319e-02  |  4.9389e-02 |
| 0.529 | 4.9530e-02 |  4.9459e-02 |   4.9460e-02  |  4.9530e-02 |
| 0.529 | 4.9671e-02 |  4.9600e-02 |   4.9601e-02  |  4.9671e-02 |
| 0.530 | 4.9813e-02 |  4.9742e-02 |   4.9743e-02  |  4.9813e-02 |
| 0.530 | 4.9955e-02 |  4.9883e-02 |   4.9885e-02  |  4.9955e-02 |
| 0.531 | 5.0097e-02 |  5.0025e-02 |   5.0026e-02  |  5.0097e-02 |
| 0.531 | 5.0239e-02 |  5.0167e-02 |   5.0169e-02  |  5.0239e-02 |
| 0.532 | 5.0382e-02 |  5.0310e-02 |   5.0311e-02  |  5.0382e-02 |
| 0.532 | 5.0525e-02 |  5.0453e-02 |   5.0454e-02  |  5.0525e-02 |
| 0.533 | 5.0668e-02 |  5.0596e-02 |   5.0597e-02  |  5.0668e-02 |
| 0.533 | 5.0812e-02 |  5.0739e-02 |   5.0740e-02  |  5.0812e-02 |
| 0.534 | 5.0955e-02 |  5.0883e-02 |   5.0884e-02  |  5.0955e-02 |
| 0.534 | 5.1099e-02 |  5.1027e-02 |   5.1028e-02  |  5.1099e-02 |
| 0.535 | 5.1244e-02 |  5.1171e-02 |   5.1172e-02  |  5.1244e-02 |
| 0.535 | 5.1388e-02 |  5.1315e-02 |   5.1316e-02  |  5.1388e-02 |
| 0.536 | 5.1533e-02 |  5.1460e-02 |   5.1461e-02  |  5.1533e-02 |
| 0.536 | 5.1678e-02 |  5.1605e-02 |   5.1606e-02  |  5.1678e-02 |
| 0.537 | 5.1823e-02 |  5.1750e-02 |   5.1751e-02  |  5.1824e-02 |
| 0.537 | 5.1969e-02 |  5.1896e-02 |   5.1897e-02  |  5.1969e-02 |
| 0.538 | 5.2115e-02 |  5.2041e-02 |   5.2043e-02  |  5.2115e-02 |
| 0.538 | 5.2261e-02 |  5.2187e-02 |   5.2189e-02  |  5.2261e-02 |
| 0.539 | 5.2408e-02 |  5.2334e-02 |   5.2335e-02  |  5.2408e-02 |
| 0.539 | 5.2555e-02 |  5.2480e-02 |   5.2482e-02  |  5.2555e-02 |
| 0.540 | 5.2702e-02 |  5.2627e-02 |   5.2629e-02  |  5.2702e-02 |
| 0.540 | 5.2849e-02 |  5.2775e-02 |   5.2776e-02  |  5.2849e-02 |
| 0.541 | 5.2997e-02 |  5.2922e-02 |   5.2923e-02  |  5.2997e-02 |
| 0.541 | 5.3144e-02 |  5.3070e-02 |   5.3071e-02  |  5.3144e-02 |
| 0.542 | 5.3293e-02 |  5.3218e-02 |   5.3219e-02  |  5.3293e-02 |
| 0.542 | 5.3441e-02 |  5.3366e-02 |   5.3368e-02  |  5.3441e-02 |
| 0.543 | 5.3590e-02 |  5.3515e-02 |   5.3516e-02  |  5.3590e-02 |
| 0.543 | 5.3739e-02 |  5.3664e-02 |   5.3665e-02  |  5.3739e-02 |
| 0.544 | 5.3888e-02 |  5.3813e-02 |   5.3814e-02  |  5.3888e-02 |
| 0.544 | 5.4038e-02 |  5.3962e-02 |   5.3964e-02  |  5.4038e-02 |
| 0.545 | 5.4187e-02 |  5.4112e-02 |   5.4113e-02  |  5.4187e-02 |
| 0.545 | 5.4338e-02 |  5.4262e-02 |   5.4263e-02  |  5.4338e-02 |
| 0.546 | 5.4488e-02 |  5.4412e-02 |   5.4413e-02  |  5.4488e-02 |
| 0.546 | 5.4639e-02 |  5.4563e-02 |   5.4564e-02  |  5.4639e-02 |
| 0.547 | 5.4790e-02 |  5.4713e-02 |   5.4715e-02  |  5.4790e-02 |
| 0.547 | 5.4941e-02 |  5.4864e-02 |   5.4866e-02  |  5.4941e-02 |
| 0.548 | 5.5092e-02 |  5.5016e-02 |   5.5017e-02  |  5.5092e-02 |
| 0.548 | 5.5244e-02 |  5.5167e-02 |   5.5169e-02  |  5.5244e-02 |
| 0.549 | 5.5396e-02 |  5.5319e-02 |   5.5321e-02  |  5.5396e-02 |
| 0.549 | 5.5549e-02 |  5.5472e-02 |   5.5473e-02  |  5.5549e-02 |
| 0.550 | 5.5701e-02 |  5.5624e-02 |   5.5626e-02  |  5.5701e-02 |
| 0.550 | 5.5854e-02 |  5.5777e-02 |   5.5779e-02  |  5.5854e-02 |
| 0.551 | 5.6008e-02 |  5.5930e-02 |   5.5932e-02  |  5.6008e-02 |
| 0.551 | 5.6161e-02 |  5.6083e-02 |   5.6085e-02  |  5.6161e-02 |
| 0.552 | 5.6315e-02 |  5.6237e-02 |   5.6239e-02  |  5.6315e-02 |
| 0.552 | 5.6469e-02 |  5.6391e-02 |   5.6393e-02  |  5.6469e-02 |
| 0.553 | 5.6623e-02 |  5.6545e-02 |   5.6547e-02  |  5.6623e-02 |
| 0.553 | 5.6778e-02 |  5.6700e-02 |   5.6701e-02  |  5.6778e-02 |
| 0.554 | 5.6933e-02 |  5.6855e-02 |   5.6856e-02  |  5.6933e-02 |
| 0.554 | 5.7088e-02 |  5.7010e-02 |   5.7011e-02  |  5.7088e-02 |
| 0.555 | 5.7244e-02 |  5.7165e-02 |   5.7167e-02  |  5.7244e-02 |
| 0.555 | 5.7399e-02 |  5.7321e-02 |   5.7322e-02  |  5.7399e-02 |
| 0.556 | 5.7555e-02 |  5.7477e-02 |   5.7478e-02  |  5.7555e-02 |
| 0.556 | 5.7712e-02 |  5.7633e-02 |   5.7634e-02  |  5.7712e-02 |
| 0.557 | 5.7868e-02 |  5.7789e-02 |   5.7791e-02  |  5.7868e-02 |
| 0.557 | 5.8025e-02 |  5.7946e-02 |   5.7948e-02  |  5.8025e-02 |
| 0.558 | 5.8183e-02 |  5.8103e-02 |   5.8105e-02  |  5.8183e-02 |
| 0.558 | 5.8340e-02 |  5.8261e-02 |   5.8262e-02  |  5.8340e-02 |
| 0.559 | 5.8498e-02 |  5.8418e-02 |   5.8420e-02  |  5.8498e-02 |
| 0.559 | 5.8656e-02 |  5.8576e-02 |   5.8578e-02  |  5.8656e-02 |
| 0.560 | 5.8814e-02 |  5.8734e-02 |   5.8736e-02  |  5.8814e-02 |
| 0.560 | 5.8973e-02 |  5.8893e-02 |   5.8895e-02  |  5.8973e-02 |
| 0.561 | 5.9132e-02 |  5.9052e-02 |   5.9053e-02  |  5.9132e-02 |
| 0.561 | 5.9291e-02 |  5.9211e-02 |   5.9213e-02  |  5.9291e-02 |
| 0.562 | 5.9451e-02 |  5.9370e-02 |   5.9372e-02  |  5.9451e-02 |
| 0.562 | 5.9611e-02 |  5.9530e-02 |   5.9532e-02  |  5.9611e-02 |
| 0.563 | 5.9771e-02 |  5.9690e-02 |   5.9692e-02  |  5.9771e-02 |
| 0.564 | 5.9931e-02 |  5.9850e-02 |   5.9852e-02  |  5.9931e-02 |
| 0.564 | 6.0092e-02 |  6.0011e-02 |   6.0012e-02  |  6.0092e-02 |
| 0.565 | 6.0253e-02 |  6.0172e-02 |   6.0173e-02  |  6.0253e-02 |
| 0.565 | 6.0414e-02 |  6.0333e-02 |   6.0334e-02  |  6.0414e-02 |
| 0.566 | 6.0576e-02 |  6.0494e-02 |   6.0496e-02  |  6.0576e-02 |
| 0.566 | 6.0738e-02 |  6.0656e-02 |   6.0658e-02  |  6.0738e-02 |
| 0.567 | 6.0900e-02 |  6.0818e-02 |   6.0820e-02  |  6.0900e-02 |
| 0.567 | 6.1062e-02 |  6.0980e-02 |   6.0982e-02  |  6.1062e-02 |
| 0.568 | 6.1225e-02 |  6.1143e-02 |   6.1145e-02  |  6.1225e-02 |
| 0.568 | 6.1388e-02 |  6.1306e-02 |   6.1308e-02  |  6.1388e-02 |
| 0.569 | 6.1552e-02 |  6.1469e-02 |   6.1471e-02  |  6.1552e-02 |
| 0.569 | 6.1715e-02 |  6.1632e-02 |   6.1634e-02  |  6.1715e-02 |
| 0.570 | 6.1879e-02 |  6.1796e-02 |   6.1798e-02  |  6.1879e-02 |
| 0.570 | 6.2043e-02 |  6.1960e-02 |   6.1962e-02  |  6.2043e-02 |
| 0.571 | 6.2208e-02 |  6.2125e-02 |   6.2126e-02  |  6.2208e-02 |
| 0.571 | 6.2373e-02 |  6.2289e-02 |   6.2291e-02  |  6.2373e-02 |
| 0.572 | 6.2538e-02 |  6.2454e-02 |   6.2456e-02  |  6.2538e-02 |
| 0.572 | 6.2703e-02 |  6.2619e-02 |   6.2621e-02  |  6.2703e-02 |
| 0.573 | 6.2869e-02 |  6.2785e-02 |   6.2787e-02  |  6.2869e-02 |
| 0.573 | 6.3035e-02 |  6.2951e-02 |   6.2953e-02  |  6.3035e-02 |
| 0.574 | 6.3201e-02 |  6.3117e-02 |   6.3119e-02  |  6.3201e-02 |
| 0.574 | 6.3368e-02 |  6.3283e-02 |   6.3285e-02  |  6.3368e-02 |
| 0.575 | 6.3535e-02 |  6.3450e-02 |   6.3452e-02  |  6.3535e-02 |
| 0.575 | 6.3702e-02 |  6.3617e-02 |   6.3619e-02  |  6.3702e-02 |
| 0.576 | 6.3869e-02 |  6.3785e-02 |   6.3787e-02  |  6.3869e-02 |
| 0.576 | 6.4037e-02 |  6.3952e-02 |   6.3954e-02  |  6.4037e-02 |
| 0.577 | 6.4205e-02 |  6.4120e-02 |   6.4122e-02  |  6.4205e-02 |
| 0.577 | 6.4374e-02 |  6.4288e-02 |   6.4290e-02  |  6.4374e-02 |
| 0.577 | 6.4542e-02 |  6.4457e-02 |   6.4459e-02  |  6.4542e-02 |
| 0.578 | 6.4711e-02 |  6.4626e-02 |   6.4628e-02  |  6.4711e-02 |
| 0.578 | 6.4881e-02 |  6.4795e-02 |   6.4797e-02  |  6.4881e-02 |
| 0.579 | 6.5050e-02 |  6.4964e-02 |   6.4966e-02  |  6.5050e-02 |
| 0.579 | 6.5220e-02 |  6.5134e-02 |   6.5136e-02  |  6.5220e-02 |
| 0.580 | 6.5390e-02 |  6.5304e-02 |   6.5306e-02  |  6.5390e-02 |
| 0.580 | 6.5561e-02 |  6.5474e-02 |   6.5477e-02  |  6.5561e-02 |
| 0.581 | 6.5732e-02 |  6.5645e-02 |   6.5647e-02  |  6.5732e-02 |
| 0.581 | 6.5903e-02 |  6.5816e-02 |   6.5818e-02  |  6.5903e-02 |
| 0.582 | 6.6074e-02 |  6.5987e-02 |   6.5989e-02  |  6.6074e-02 |
| 0.582 | 6.6246e-02 |  6.6159e-02 |   6.6161e-02  |  6.6246e-02 |
| 0.583 | 6.6418e-02 |  6.6331e-02 |   6.6333e-02  |  6.6418e-02 |
| 0.583 | 6.6590e-02 |  6.6503e-02 |   6.6505e-02  |  6.6590e-02 |
| 0.584 | 6.6763e-02 |  6.6675e-02 |   6.6677e-02  |  6.6763e-02 |
| 0.584 | 6.6936e-02 |  6.6848e-02 |   6.6850e-02  |  6.6936e-02 |
| 0.585 | 6.7109e-02 |  6.7021e-02 |   6.7023e-02  |  6.7109e-02 |
| 0.585 | 6.7282e-02 |  6.7194e-02 |   6.7197e-02  |  6.7282e-02 |
| 0.586 | 6.7456e-02 |  6.7368e-02 |   6.7370e-02  |  6.7456e-02 |
| 0.586 | 6.7630e-02 |  6.7542e-02 |   6.7544e-02  |  6.7630e-02 |
| 0.587 | 6.7805e-02 |  6.7716e-02 |   6.7718e-02  |  6.7805e-02 |
| 0.587 | 6.7979e-02 |  6.7891e-02 |   6.7893e-02  |  6.7979e-02 |
| 0.588 | 6.8154e-02 |  6.8066e-02 |   6.8068e-02  |  6.8154e-02 |
| 0.588 | 6.8330e-02 |  6.8241e-02 |   6.8243e-02  |  6.8330e-02 |
| 0.589 | 6.8505e-02 |  6.8416e-02 |   6.8419e-02  |  6.8505e-02 |
| 0.589 | 6.8681e-02 |  6.8592e-02 |   6.8595e-02  |  6.8681e-02 |
| 0.590 | 6.8858e-02 |  6.8768e-02 |   6.8771e-02  |  6.8858e-02 |
| 0.590 | 6.9034e-02 |  6.8945e-02 |   6.8947e-02  |  6.9034e-02 |
| 0.591 | 6.9211e-02 |  6.9121e-02 |   6.9124e-02  |  6.9211e-02 |
| 0.591 | 6.9388e-02 |  6.9298e-02 |   6.9301e-02  |  6.9388e-02 |
| 0.592 | 6.9566e-02 |  6.9476e-02 |   6.9478e-02  |  6.9566e-02 |
| 0.592 | 6.9744e-02 |  6.9653e-02 |   6.9656e-02  |  6.9744e-02 |
| 0.593 | 6.9922e-02 |  6.9831e-02 |   6.9834e-02  |  6.9922e-02 |
| 0.593 | 7.0100e-02 |  7.0010e-02 |   7.0012e-02  |  7.0100e-02 |
| 0.594 | 7.0279e-02 |  7.0188e-02 |   7.0191e-02  |  7.0279e-02 |
| 0.594 | 7.0458e-02 |  7.0367e-02 |   7.0370e-02  |  7.0458e-02 |
| 0.595 | 7.0637e-02 |  7.0546e-02 |   7.0549e-02  |  7.0637e-02 |
| 0.595 | 7.0817e-02 |  7.0726e-02 |   7.0728e-02  |  7.0817e-02 |
| 0.596 | 7.0997e-02 |  7.0906e-02 |   7.0908e-02  |  7.0997e-02 |
| 0.596 | 7.1177e-02 |  7.1086e-02 |   7.1088e-02  |  7.1177e-02 |
| 0.597 | 7.1358e-02 |  7.1266e-02 |   7.1269e-02  |  7.1358e-02 |
| 0.597 | 7.1539e-02 |  7.1447e-02 |   7.1449e-02  |  7.1539e-02 |
| 0.598 | 7.1720e-02 |  7.1628e-02 |   7.1631e-02  |  7.1720e-02 |
| 0.598 | 7.1901e-02 |  7.1809e-02 |   7.1812e-02  |  7.1901e-02 |
| 0.599 | 7.2083e-02 |  7.1991e-02 |   7.1994e-02  |  7.2083e-02 |
| 0.599 | 7.2265e-02 |  7.2173e-02 |   7.2176e-02  |  7.2265e-02 |
| 0.600 | 7.2448e-02 |  7.2355e-02 |   7.2358e-02  |  7.2448e-02 |
| 0.600 | 7.2631e-02 |  7.2538e-02 |   7.2541e-02  |  7.2631e-02 |
| 0.601 | 7.2814e-02 |  7.2721e-02 |   7.2723e-02  |  7.2814e-02 |
| 0.601 | 7.2997e-02 |  7.2904e-02 |   7.2907e-02  |  7.2997e-02 |
| 0.602 | 7.3181e-02 |  7.3088e-02 |   7.3090e-02  |  7.3181e-02 |
| 0.602 | 7.3365e-02 |  7.3271e-02 |   7.3274e-02  |  7.3365e-02 |
| 0.603 | 7.3549e-02 |  7.3456e-02 |   7.3458e-02  |  7.3549e-02 |
| 0.603 | 7.3734e-02 |  7.3640e-02 |   7.3643e-02  |  7.3734e-02 |
| 0.604 | 7.3919e-02 |  7.3825e-02 |   7.3828e-02  |  7.3919e-02 |
| 0.604 | 7.4104e-02 |  7.4010e-02 |   7.4013e-02  |  7.4104e-02 |
| 0.605 | 7.4290e-02 |  7.4196e-02 |   7.4198e-02  |  7.4290e-02 |
| 0.605 | 7.4476e-02 |  7.4381e-02 |   7.4384e-02  |  7.4476e-02 |
| 0.606 | 7.4662e-02 |  7.4567e-02 |   7.4570e-02  |  7.4662e-02 |
| 0.606 | 7.4849e-02 |  7.4754e-02 |   7.4757e-02  |  7.4849e-02 |
| 0.607 | 7.5035e-02 |  7.4941e-02 |   7.4943e-02  |  7.5035e-02 |
| 0.607 | 7.5223e-02 |  7.5128e-02 |   7.5130e-02  |  7.5223e-02 |
| 0.608 | 7.5410e-02 |  7.5315e-02 |   7.5318e-02  |  7.5410e-02 |
| 0.608 | 7.5598e-02 |  7.5503e-02 |   7.5505e-02  |  7.5598e-02 |
| 0.609 | 7.5786e-02 |  7.5691e-02 |   7.5693e-02  |  7.5786e-02 |
| 0.609 | 7.5975e-02 |  7.5879e-02 |   7.5882e-02  |  7.5975e-02 |
| 0.610 | 7.6163e-02 |  7.6067e-02 |   7.6070e-02  |  7.6163e-02 |
| 0.610 | 7.6353e-02 |  7.6256e-02 |   7.6259e-02  |  7.6353e-02 |
| 0.611 | 7.6542e-02 |  7.6446e-02 |   7.6449e-02  |  7.6542e-02 |
| 0.611 | 7.6732e-02 |  7.6635e-02 |   7.6638e-02  |  7.6732e-02 |
| 0.612 | 7.6922e-02 |  7.6825e-02 |   7.6828e-02  |  7.6922e-02 |
| 0.612 | 7.7112e-02 |  7.7015e-02 |   7.7018e-02  |  7.7112e-02 |
| 0.613 | 7.7303e-02 |  7.7206e-02 |   7.7209e-02  |  7.7303e-02 |
| 0.613 | 7.7494e-02 |  7.7397e-02 |   7.7400e-02  |  7.7494e-02 |
| 0.614 | 7.7685e-02 |  7.7588e-02 |   7.7591e-02  |  7.7685e-02 |
| 0.614 | 7.7877e-02 |  7.7780e-02 |   7.7783e-02  |  7.7877e-02 |
| 0.615 | 7.8069e-02 |  7.7971e-02 |   7.7974e-02  |  7.8069e-02 |
| 0.615 | 7.8261e-02 |  7.8163e-02 |   7.8167e-02  |  7.8261e-02 |
| 0.616 | 7.8454e-02 |  7.8356e-02 |   7.8359e-02  |  7.8454e-02 |
| 0.616 | 7.8647e-02 |  7.8549e-02 |   7.8552e-02  |  7.8647e-02 |
| 0.617 | 7.8840e-02 |  7.8742e-02 |   7.8745e-02  |  7.8840e-02 |
| 0.617 | 7.9034e-02 |  7.8935e-02 |   7.8938e-02  |  7.9034e-02 |
| 0.618 | 7.9228e-02 |  7.9129e-02 |   7.9132e-02  |  7.9228e-02 |
| 0.618 | 7.9422e-02 |  7.9323e-02 |   7.9326e-02  |  7.9422e-02 |
| 0.619 | 7.9617e-02 |  7.9518e-02 |   7.9521e-02  |  7.9617e-02 |
| 0.619 | 7.9811e-02 |  7.9712e-02 |   7.9716e-02  |  7.9811e-02 |
| 0.620 | 8.0007e-02 |  7.9907e-02 |   7.9911e-02  |  8.0007e-02 |
| 0.620 | 8.0202e-02 |  8.0103e-02 |   8.0106e-02  |  8.0202e-02 |
| 0.621 | 8.0398e-02 |  8.0299e-02 |   8.0302e-02  |  8.0398e-02 |
| 0.621 | 8.0594e-02 |  8.0495e-02 |   8.0498e-02  |  8.0594e-02 |
| 0.622 | 8.0791e-02 |  8.0691e-02 |   8.0694e-02  |  8.0791e-02 |
| 0.622 | 8.0988e-02 |  8.0888e-02 |   8.0891e-02  |  8.0988e-02 |
| 0.623 | 8.1185e-02 |  8.1085e-02 |   8.1088e-02  |  8.1185e-02 |
| 0.623 | 8.1383e-02 |  8.1282e-02 |   8.1285e-02  |  8.1383e-02 |
| 0.624 | 8.1580e-02 |  8.1480e-02 |   8.1483e-02  |  8.1580e-02 |
| 0.624 | 8.1779e-02 |  8.1678e-02 |   8.1681e-02  |  8.1779e-02 |
| 0.625 | 8.1977e-02 |  8.1876e-02 |   8.1879e-02  |  8.1977e-02 |
| 0.625 | 8.2176e-02 |  8.2075e-02 |   8.2078e-02  |  8.2176e-02 |
| 0.626 | 8.2375e-02 |  8.2274e-02 |   8.2277e-02  |  8.2375e-02 |
| 0.626 | 8.2575e-02 |  8.2473e-02 |   8.2476e-02  |  8.2575e-02 |
| 0.627 | 8.2774e-02 |  8.2673e-02 |   8.2676e-02  |  8.2774e-02 |
| 0.627 | 8.2975e-02 |  8.2873e-02 |   8.2876e-02  |  8.2975e-02 |
| 0.628 | 8.3175e-02 |  8.3073e-02 |   8.3076e-02  |  8.3175e-02 |
| 0.628 | 8.3376e-02 |  8.3274e-02 |   8.3277e-02  |  8.3376e-02 |
| 0.629 | 8.3577e-02 |  8.3475e-02 |   8.3478e-02  |  8.3577e-02 |
| 0.629 | 8.3778e-02 |  8.3676e-02 |   8.3679e-02  |  8.3778e-02 |
| 0.630 | 8.3980e-02 |  8.3878e-02 |   8.3881e-02  |  8.3980e-02 |
| 0.630 | 8.4182e-02 |  8.4079e-02 |   8.4083e-02  |  8.4182e-02 |
| 0.631 | 8.4385e-02 |  8.4282e-02 |   8.4285e-02  |  8.4385e-02 |
| 0.631 | 8.4588e-02 |  8.4484e-02 |   8.4488e-02  |  8.4588e-02 |
| 0.632 | 8.4791e-02 |  8.4687e-02 |   8.4691e-02  |  8.4791e-02 |
| 0.632 | 8.4994e-02 |  8.4891e-02 |   8.4894e-02  |  8.4994e-02 |
| 0.633 | 8.5198e-02 |  8.5094e-02 |   8.5098e-02  |  8.5198e-02 |
| 0.633 | 8.5402e-02 |  8.5298e-02 |   8.5302e-02  |  8.5402e-02 |
| 0.634 | 8.5607e-02 |  8.5503e-02 |   8.5506e-02  |  8.5607e-02 |
| 0.634 | 8.5812e-02 |  8.5707e-02 |   8.5711e-02  |  8.5812e-02 |
| 0.635 | 8.6017e-02 |  8.5912e-02 |   8.5916e-02  |  8.6017e-02 |
| 0.635 | 8.6222e-02 |  8.6117e-02 |   8.6121e-02  |  8.6222e-02 |
| 0.636 | 8.6428e-02 |  8.6323e-02 |   8.6327e-02  |  8.6428e-02 |
| 0.636 | 8.6634e-02 |  8.6529e-02 |   8.6533e-02  |  8.6634e-02 |
| 0.637 | 8.6841e-02 |  8.6735e-02 |   8.6739e-02  |  8.6841e-02 |
| 0.637 | 8.7047e-02 |  8.6942e-02 |   8.6946e-02  |  8.7047e-02 |
| 0.638 | 8.7255e-02 |  8.7149e-02 |   8.7153e-02  |  8.7255e-02 |
| 0.638 | 8.7462e-02 |  8.7356e-02 |   8.7360e-02  |  8.7462e-02 |
| 0.639 | 8.7670e-02 |  8.7564e-02 |   8.7568e-02  |  8.7670e-02 |
| 0.639 | 8.7878e-02 |  8.7772e-02 |   8.7776e-02  |  8.7878e-02 |
| 0.640 | 8.8087e-02 |  8.7980e-02 |   8.7984e-02  |  8.8087e-02 |
| 0.640 | 8.8295e-02 |  8.8189e-02 |   8.8193e-02  |  8.8295e-02 |
| 0.641 | 8.8505e-02 |  8.8398e-02 |   8.8402e-02  |  8.8505e-02 |
| 0.641 | 8.8714e-02 |  8.8607e-02 |   8.8611e-02  |  8.8714e-02 |
| 0.642 | 8.8924e-02 |  8.8817e-02 |   8.8821e-02  |  8.8924e-02 |
| 0.642 | 8.9134e-02 |  8.9027e-02 |   8.9031e-02  |  8.9134e-02 |
| 0.643 | 8.9345e-02 |  8.9237e-02 |   8.9241e-02  |  8.9345e-02 |
| 0.643 | 8.9556e-02 |  8.9448e-02 |   8.9452e-02  |  8.9556e-02 |
| 0.644 | 8.9767e-02 |  8.9659e-02 |   8.9663e-02  |  8.9767e-02 |
| 0.644 | 8.9978e-02 |  8.9871e-02 |   8.9875e-02  |  8.9978e-02 |
| 0.645 | 9.0190e-02 |  9.0082e-02 |   9.0086e-02  |  9.0190e-02 |
| 0.645 | 9.0403e-02 |  9.0294e-02 |   9.0299e-02  |  9.0403e-02 |
| 0.646 | 9.0615e-02 |  9.0507e-02 |   9.0511e-02  |  9.0615e-02 |
| 0.646 | 9.0828e-02 |  9.0720e-02 |   9.0724e-02  |  9.0828e-02 |
| 0.647 | 9.1041e-02 |  9.0933e-02 |   9.0937e-02  |  9.1041e-02 |
| 0.647 | 9.1255e-02 |  9.1146e-02 |   9.1150e-02  |  9.1255e-02 |
| 0.648 | 9.1469e-02 |  9.1360e-02 |   9.1364e-02  |  9.1469e-02 |
| 0.648 | 9.1683e-02 |  9.1574e-02 |   9.1578e-02  |  9.1683e-02 |
| 0.649 | 9.1898e-02 |  9.1788e-02 |   9.1793e-02  |  9.1898e-02 |
| 0.649 | 9.2113e-02 |  9.2003e-02 |   9.2008e-02  |  9.2113e-02 |
| 0.650 | 9.2328e-02 |  9.2218e-02 |   9.2223e-02  |  9.2328e-02 |
| 0.650 | 9.2544e-02 |  9.2434e-02 |   9.2438e-02  |  9.2544e-02 |
| 0.651 | 9.2760e-02 |  9.2650e-02 |   9.2654e-02  |  9.2760e-02 |
| 0.651 | 9.2976e-02 |  9.2866e-02 |   9.2870e-02  |  9.2976e-02 |
| 0.652 | 9.3193e-02 |  9.3083e-02 |   9.3087e-02  |  9.3193e-02 |
| 0.652 | 9.3410e-02 |  9.3299e-02 |   9.3304e-02  |  9.3410e-02 |
| 0.653 | 9.3628e-02 |  9.3517e-02 |   9.3521e-02  |  9.3628e-02 |
| 0.653 | 9.3845e-02 |  9.3734e-02 |   9.3739e-02  |  9.3845e-02 |
| 0.654 | 9.4063e-02 |  9.3952e-02 |   9.3957e-02  |  9.4064e-02 |
| 0.654 | 9.4282e-02 |  9.4170e-02 |   9.4175e-02  |  9.4282e-02 |
| 0.655 | 9.4501e-02 |  9.4389e-02 |   9.4394e-02  |  9.4501e-02 |
| 0.655 | 9.4720e-02 |  9.4608e-02 |   9.4613e-02  |  9.4720e-02 |
| 0.656 | 9.4939e-02 |  9.4827e-02 |   9.4832e-02  |  9.4939e-02 |
| 0.656 | 9.5159e-02 |  9.5047e-02 |   9.5052e-02  |  9.5159e-02 |
| 0.657 | 9.5379e-02 |  9.5267e-02 |   9.5272e-02  |  9.5379e-02 |
| 0.657 | 9.5600e-02 |  9.5487e-02 |   9.5492e-02  |  9.5600e-02 |
| 0.658 | 9.5821e-02 |  9.5708e-02 |   9.5713e-02  |  9.5821e-02 |
| 0.658 | 9.6042e-02 |  9.5929e-02 |   9.5934e-02  |  9.6042e-02 |
| 0.659 | 9.6264e-02 |  9.6151e-02 |   9.6155e-02  |  9.6264e-02 |
| 0.659 | 9.6486e-02 |  9.6372e-02 |   9.6377e-02  |  9.6486e-02 |
