
U(x, u) = x^2 + u^2

+-------+------------+-------------+---------------+-------------+
|   x   |   Пикар    | Явный Эйлер | Неявный Эйлер | Рунге-Кутта |
| 0.124 | 6.3248e-04 |  6.3171e-04 |   6.3171e-04  |  6.3248e-04 |
| 0.124 | 6.3401e-04 |  6.3324e-04 |   6.3324e-04  |  6.3401e-04 |
| 0.124 | 6.3555e-04 |  6.3478e-04 |   6.3478e-04  |  6.3555e-04 |
| 0.124 | 6.3709e-04 |  6.3632e-04 |   6.3632e-04  |  6.3709e-04 |
| 0.124 | 6.3863e-04 |  6.3786e-04 |   6.3786e-04  |  6.3863e-04 |
| 0.124 | 6.4017e-04 |  6.3940e-04 |   6.3940e-04  |  6.4017e-04 |
| 0.124 | 6.4172e-04 |  6.4095e-04 |   6.4095e-04  |  6.4172e-04 |
| 0.125 | 6.4327e-04 |  6.4249e-04 |   6.4249e-04  |  6.4327e-04 |
| 0.125 | 6.4482e-04 |  6.4404e-04 |   6.4404e-04  |  6.4482e-04 |
| 0.125 | 6.4637e-04 |  6.4560e-04 |   6.4560e-04  |  6.4637e-04 |
| 0.125 | 6.4793e-04 |  6.4715e-04 |   6.4715e-04  |  6.4793e-04 |
| 0.125 | 6.4949e-04 |  6.4871e-04 |   6.4871e-04  |  6.4949e-04 |
| 0.125 | 6.5105e-04 |  6.5027e-04 |   6.5027e-04  |  6.5105e-04 |
| 0.125 | 6.5261e-04 |  6.5183e-04 |   6.5183e-04  |  6.5261e-04 |
| 0.125 | 6.5418e-04 |  6.5340e-04 |   6.5340e-04  |  6.5418e-04 |
| 0.125 | 6.5575e-04 |  6.5496e-04 |   6.5496e-04  |  6.5575e-04 |
| 0.125 | 6.5732e-04 |  6.5653e-04 |   6.5653e-04  |  6.5732e-04 |
| 0.126 | 6.5889e-04 |  6.5811e-04 |   6.5811e-04  |  6.5889e-04 |
| 0.126 | 6.6047e-04 |  6.5968e-04 |   6.5968e-04  |  6.6047e-04 |
| 0.126 | 6.6205e-04 |  6.6126e-04 |   6.6126e-04  |  6.6205e-04 |
| 0.126 | 6.6363e-04 |  6.6284e-04 |   6.6284e-04  |  6.6363e-04 |
| 0.126 | 6.6521e-04 |  6.6442e-04 |   6.6442e-04  |  6.6521e-04 |
| 0.126 | 6.6680e-04 |  6.6601e-04 |   6.6601e-04  |  6.6680e-04 |
| 0.126 | 6.6839e-04 |  6.6759e-04 |   6.6759e-04  |  6.6839e-04 |
| 0.126 | 6.6998e-04 |  6.6918e-04 |   6.6918e-04  |  6.6998e-04 |
| 0.126 | 6.7157e-04 |  6.7078e-04 |   6.7078e-04  |  6.7157e-04 |
| 0.126 | 6.7317e-04 |  6.7237e-04 |   6.7237e-04  |  6.7317e-04 |
| 0.127 | 6.7477e-04 |  6.7397e-04 |   6.7397e-04  |  6.7477e-04 |
| 0.127 | 6.7637e-04 |  6.7557e-04 |   6.7557e-04  |  6.7637e-04 |
| 0.127 | 6.7798e-04 |  6.7717e-04 |   6.7717e-04  |  6.7798e-04 |
| 0.127 | 6.7958e-04 |  6.7878e-04 |   6.7878e-04  |  6.7958e-04 |
| 0.127 | 6.8119e-04 |  6.8039e-04 |   6.8039e-04  |  6.8119e-04 |
| 0.127 | 6.8280e-04 |  6.8200e-04 |   6.8200e-04  |  6.8280e-04 |
| 0.127 | 6.8442e-04 |  6.8361e-04 |   6.8361e-04  |  6.8442e-04 |
| 0.127 | 6.8603e-04 |  6.8522e-04 |   6.8523e-04  |  6.8603e-04 |
| 0.127 | 6.8765e-04 |  6.8684e-04 |   6.8684e-04  |  6.8765e-04 |
| 0.127 | 6.8927e-04 |  6.8846e-04 |   6.8846e-04  |  6.8928e-04 |
| 0.128 | 6.9090e-04 |  6.9009e-04 |   6.9009e-04  |  6.9090e-04 |
| 0.128 | 6.9253e-04 |  6.9171e-04 |   6.9171e-04  |  6.9253e-04 |
| 0.128 | 6.9416e-04 |  6.9334e-04 |   6.9334e-04  |  6.9416e-04 |
| 0.128 | 6.9579e-04 |  6.9497e-04 |   6.9497e-04  |  6.9579e-04 |
| 0.128 | 6.9742e-04 |  6.9660e-04 |   6.9660e-04  |  6.9742e-04 |
| 0.128 | 6.9906e-04 |  6.9824e-04 |   6.9824e-04  |  6.9906e-04 |
| 0.128 | 7.0070e-04 |  6.9988e-04 |   6.9988e-04  |  7.0070e-04 |
| 0.128 | 7.0234e-04 |  7.0152e-04 |   7.0152e-04  |  7.0234e-04 |
| 0.128 | 7.0399e-04 |  7.0316e-04 |   7.0316e-04  |  7.0399e-04 |
| 0.128 | 7.0563e-04 |  7.0481e-04 |   7.0481e-04  |  7.0563e-04 |
| 0.129 | 7.0728e-04 |  7.0646e-04 |   7.0646e-04  |  7.0728e-04 |
| 0.129 | 7.0894e-04 |  7.0811e-04 |   7.0811e-04  |  7.0894e-04 |
| 0.129 | 7.1059e-04 |  7.0976e-04 |   7.0976e-04  |  7.1059e-04 |
| 0.129 | 7.1225e-04 |  7.1142e-04 |   7.1142e-04  |  7.1225e-04 |
| 0.129 | 7.1391e-04 |  7.1308e-04 |   7.1308e-04  |  7.1391e-04 |
| 0.129 | 7.1557e-04 |  7.1474e-04 |   7.1474e-04  |  7.1557e-04 |
| 0.129 | 7.1724e-04 |  7.1640e-04 |   7.1640e-04  |  7.1724e-04 |
| 0.129 | 7.1891e-04 |  7.1807e-04 |   7.1807e-04  |  7.1891e-04 |
| 0.129 | 7.2058e-04 |  7.1974e-04 |   7.1974e-04  |  7.2058e-04 |
| 0.129 | 7.2225e-04 |  7.2141e-04 |   7.2141e-04  |  7.2225e-04 |
| 0.130 | 7.2393e-04 |  7.2309e-04 |   7.2309e-04  |  7.2393e-04 |
| 0.130 | 7.2560e-04 |  7.2476e-04 |   7.2476e-04  |  7.2560e-04 |
| 0.130 | 7.2728e-04 |  7.2644e-04 |   7.2644e-04  |  7.2729e-04 |
| 0.130 | 7.2897e-04 |  7.2813e-04 |   7.2813e-04  |  7.2897e-04 |
| 0.130 | 7.3065e-04 |  7.2981e-04 |   7.2981e-04  |  7.3065e-04 |
| 0.130 | 7.3234e-04 |  7.3150e-04 |   7.3150e-04  |  7.3234e-04 |
| 0.130 | 7.3403e-04 |  7.3319e-04 |   7.3319e-04  |  7.3403e-04 |
| 0.130 | 7.3573e-04 |  7.3488e-04 |   7.3488e-04  |  7.3573e-04 |
| 0.130 | 7.3743e-04 |  7.3658e-04 |   7.3658e-04  |  7.3743e-04 |
| 0.130 | 7.3912e-04 |  7.3827e-04 |   7.3827e-04  |  7.3912e-04 |
| 0.131 | 7.4083e-04 |  7.3997e-04 |   7.3997e-04  |  7.4083e-04 |
| 0.131 | 7.4253e-04 |  7.4168e-04 |   7.4168e-04  |  7.4253e-04 |
| 0.131 | 7.4424e-04 |  7.4338e-04 |   7.4338e-04  |  7.4424e-04 |
| 0.131 | 7.4595e-04 |  7.4509e-04 |   7.4509e-04  |  7.4595e-04 |
| 0.131 | 7.4766e-04 |  7.4680e-04 |   7.4680e-04  |  7.4766e-04 |
| 0.131 | 7.4937e-04 |  7.4852e-04 |   7.4852e-04  |  7.4937e-04 |
| 0.131 | 7.5109e-04 |  7.5023e-04 |   7.5023e-04  |  7.5109e-04 |
| 0.131 | 7.5281e-04 |  7.5195e-04 |   7.5195e-04  |  7.5281e-04 |
| 0.131 | 7.5453e-04 |  7.5367e-04 |   7.5367e-04  |  7.5453e-04 |
| 0.131 | 7.5626e-04 |  7.5540e-04 |   7.5540e-04  |  7.5626e-04 |
| 0.132 | 7.5799e-04 |  7.5712e-04 |   7.5712e-04  |  7.5799e-04 |
| 0.132 | 7.5972e-04 |  7.5885e-04 |   7.5885e-04  |  7.5972e-04 |
| 0.132 | 7.6145e-04 |  7.6058e-04 |   7.6058e-04  |  7.6145e-04 |
| 0.132 | 7.6319e-04 |  7.6232e-04 |   7.6232e-04  |  7.6319e-04 |
| 0.132 | 7.6493e-04 |  7.6406e-04 |   7.6406e-04  |  7.6493e-04 |
| 0.132 | 7.6667e-04 |  7.6580e-04 |   7.6580e-04  |  7.6667e-04 |
| 0.132 | 7.6841e-04 |  7.6754e-04 |   7.6754e-04  |  7.6841e-04 |
| 0.132 | 7.7016e-04 |  7.6928e-04 |   7.6928e-04  |  7.7016e-04 |
| 0.132 | 7.7191e-04 |  7.7103e-04 |   7.7103e-04  |  7.7191e-04 |
| 0.132 | 7.7366e-04 |  7.7278e-04 |   7.7278e-04  |  7.7366e-04 |
| 0.133 | 7.7541e-04 |  7.7453e-04 |   7.7453e-04  |  7.7541e-04 |
| 0.133 | 7.7717e-04 |  7.7629e-04 |   7.7629e-04  |  7.7717e-04 |
| 0.133 | 7.7893e-04 |  7.7805e-04 |   7.7805e-04  |  7.7893e-04 |
| 0.133 | 7.8069e-04 |  7.7981e-04 |   7.7981e-04  |  7.8069e-04 |
| 0.133 | 7.8246e-04 |  7.8157e-04 |   7.8157e-04  |  7.8246e-04 |
| 0.133 | 7.8422e-04 |  7.8334e-04 |   7.8334e-04  |  7.8422e-04 |
| 0.133 | 7.8599e-04 |  7.8511e-04 |   7.8511e-04  |  7.8599e-04 |
| 0.133 | 7.8777e-04 |  7.8688e-04 |   7.8688e-04  |  7.8777e-04 |
| 0.133 | 7.8954e-04 |  7.8865e-04 |   7.8865e-04  |  7.8954e-04 |
| 0.133 | 7.9132e-04 |  7.9043e-04 |   7.9043e-04  |  7.9132e-04 |
| 0.134 | 7.9310e-04 |  7.9221e-04 |   7.9221e-04  |  7.9310e-04 |
| 0.134 | 7.9489e-04 |  7.9399e-04 |   7.9399e-04  |  7.9489e-04 |
| 0.134 | 7.9667e-04 |  7.9578e-04 |   7.9578e-04  |  7.9667e-04 |
| 0.134 | 7.9846e-04 |  7.9757e-04 |   7.9757e-04  |  7.9846e-04 |
| 0.134 | 8.0025e-04 |  7.9936e-04 |   7.9936e-04  |  8.0025e-04 |
| 0.134 | 8.0205e-04 |  8.0115e-04 |   8.0115e-04  |  8.0205e-04 |
| 0.134 | 8.0384e-04 |  8.0295e-04 |   8.0295e-04  |  8.0384e-04 |
| 0.134 | 8.0564e-04 |  8.0474e-04 |   8.0474e-04  |  8.0564e-04 |
| 0.134 | 8.0745e-04 |  8.0654e-04 |   8.0654e-04  |  8.0745e-04 |
| 0.134 | 8.0925e-04 |  8.0835e-04 |   8.0835e-04  |  8.0925e-04 |
| 0.135 | 8.1106e-04 |  8.1015e-04 |   8.1015e-04  |  8.1106e-04 |
| 0.135 | 8.1287e-04 |  8.1196e-04 |   8.1196e-04  |  8.1287e-04 |
| 0.135 | 8.1468e-04 |  8.1378e-04 |   8.1378e-04  |  8.1468e-04 |
| 0.135 | 8.1650e-04 |  8.1559e-04 |   8.1559e-04  |  8.1650e-04 |
| 0.135 | 8.1832e-04 |  8.1741e-04 |   8.1741e-04  |  8.1832e-04 |
| 0.135 | 8.2014e-04 |  8.1923e-04 |   8.1923e-04  |  8.2014e-04 |
| 0.135 | 8.2196e-04 |  8.2105e-04 |   8.2105e-04  |  8.2196e-04 |
| 0.135 | 8.2379e-04 |  8.2287e-04 |   8.2287e-04  |  8.2379e-04 |
| 0.135 | 8.2562e-04 |  8.2470e-04 |   8.2470e-04  |  8.2562e-04 |
| 0.135 | 8.2745e-04 |  8.2653e-04 |   8.2653e-04  |  8.2745e-04 |
| 0.136 | 8.2928e-04 |  8.2837e-04 |   8.2837e-04  |  8.2928e-04 |
| 0.136 | 8.3112e-04 |  8.3020e-04 |   8.3020e-04  |  8.3112e-04 |
| 0.136 | 8.3296e-04 |  8.3204e-04 |   8.3204e-04  |  8.3296e-04 |
| 0.136 | 8.3481e-04 |  8.3388e-04 |   8.3388e-04  |  8.3481e-04 |
| 0.136 | 8.3665e-04 |  8.3573e-04 |   8.3573e-04  |  8.3665e-04 |
| 0.136 | 8.3850e-04 |  8.3757e-04 |   8.3757e-04  |  8.3850e-04 |
| 0.136 | 8.4035e-04 |  8.3942e-04 |   8.3942e-04  |  8.4035e-04 |
| 0.136 | 8.4220e-04 |  8.4128e-04 |   8.4128e-04  |  8.4220e-04 |
| 0.136 | 8.4406e-04 |  8.4313e-04 |   8.4313e-04  |  8.4406e-04 |
| 0.136 | 8.4592e-04 |  8.4499e-04 |   8.4499e-04  |  8.4592e-04 |
| 0.136 | 8.4778e-04 |  8.4685e-04 |   8.4685e-04  |  8.4778e-04 |
| 0.137 | 8.4965e-04 |  8.4871e-04 |   8.4871e-04  |  8.4965e-04 |
| 0.137 | 8.5151e-04 |  8.5058e-04 |   8.5058e-04  |  8.5151e-04 |
| 0.137 | 8.5338e-04 |  8.5245e-04 |   8.5245e-04  |  8.5338e-04 |
| 0.137 | 8.5526e-04 |  8.5432e-04 |   8.5432e-04  |  8.5526e-04 |
| 0.137 | 8.5713e-04 |  8.5619e-04 |   8.5619e-04  |  8.5713e-04 |
| 0.137 | 8.5901e-04 |  8.5807e-04 |   8.5807e-04  |  8.5901e-04 |
| 0.137 | 8.6089e-04 |  8.5995e-04 |   8.5995e-04  |  8.6089e-04 |
| 0.137 | 8.6278e-04 |  8.6183e-04 |   8.6183e-04  |  8.6278e-04 |
| 0.137 | 8.6466e-04 |  8.6372e-04 |   8.6372e-04  |  8.6466e-04 |
| 0.137 | 8.6655e-04 |  8.6561e-04 |   8.6561e-04  |  8.6655e-04 |
| 0.138 | 8.6844e-04 |  8.6750e-04 |   8.6750e-04  |  8.6844e-04 |
| 0.138 | 8.7034e-04 |  8.6939e-04 |   8.6939e-04  |  8.7034e-04 |
| 0.138 | 8.7224e-04 |  8.7129e-04 |   8.7129e-04  |  8.7224e-04 |
| 0.138 | 8.7414e-04 |  8.7319e-04 |   8.7319e-04  |  8.7414e-04 |
| 0.138 | 8.7604e-04 |  8.7509e-04 |   8.7509e-04  |  8.7604e-04 |
| 0.138 | 8.7794e-04 |  8.7699e-04 |   8.7699e-04  |  8.7795e-04 |
| 0.138 | 8.7985e-04 |  8.7890e-04 |   8.7890e-04  |  8.7985e-04 |
| 0.138 | 8.8176e-04 |  8.8081e-04 |   8.8081e-04  |  8.8177e-04 |
| 0.138 | 8.8368e-04 |  8.8272e-04 |   8.8272e-04  |  8.8368e-04 |
| 0.138 | 8.8560e-04 |  8.8464e-04 |   8.8464e-04  |  8.8560e-04 |
| 0.139 | 8.8752e-04 |  8.8656e-04 |   8.8656e-04  |  8.8752e-04 |
| 0.139 | 8.8944e-04 |  8.8848e-04 |   8.8848e-04  |  8.8944e-04 |
| 0.139 | 8.9136e-04 |  8.9040e-04 |   8.9040e-04  |  8.9136e-04 |
| 0.139 | 8.9329e-04 |  8.9233e-04 |   8.9233e-04  |  8.9329e-04 |
| 0.139 | 8.9522e-04 |  8.9426e-04 |   8.9426e-04  |  8.9522e-04 |
| 0.139 | 8.9716e-04 |  8.9619e-04 |   8.9619e-04  |  8.9716e-04 |
| 0.139 | 8.9909e-04 |  8.9812e-04 |   8.9812e-04  |  8.9909e-04 |
| 0.139 | 9.0103e-04 |  9.0006e-04 |   9.0006e-04  |  9.0103e-04 |
| 0.139 | 9.0297e-04 |  9.0200e-04 |   9.0200e-04  |  9.0297e-04 |
| 0.139 | 9.0492e-04 |  9.0395e-04 |   9.0395e-04  |  9.0492e-04 |
| 0.140 | 9.0687e-04 |  9.0589e-04 |   9.0589e-04  |  9.0687e-04 |
| 0.140 | 9.0882e-04 |  9.0784e-04 |   9.0784e-04  |  9.0882e-04 |
| 0.140 | 9.1077e-04 |  9.0979e-04 |   9.0979e-04  |  9.1077e-04 |
| 0.140 | 9.1272e-04 |  9.1175e-04 |   9.1175e-04  |  9.1272e-04 |
| 0.140 | 9.1468e-04 |  9.1370e-04 |   9.1370e-04  |  9.1468e-04 |
| 0.140 | 9.1664e-04 |  9.1566e-04 |   9.1566e-04  |  9.1665e-04 |
| 0.140 | 9.1861e-04 |  9.1763e-04 |   9.1763e-04  |  9.1861e-04 |
| 0.140 | 9.2058e-04 |  9.1959e-04 |   9.1959e-04  |  9.2058e-04 |
| 0.140 | 9.2255e-04 |  9.2156e-04 |   9.2156e-04  |  9.2255e-04 |
| 0.140 | 9.2452e-04 |  9.2353e-04 |   9.2353e-04  |  9.2452e-04 |
| 0.141 | 9.2649e-04 |  9.2551e-04 |   9.2551e-04  |  9.2649e-04 |
| 0.141 | 9.2847e-04 |  9.2748e-04 |   9.2748e-04  |  9.2847e-04 |
| 0.141 | 9.3045e-04 |  9.2946e-04 |   9.2946e-04  |  9.3045e-04 |
| 0.141 | 9.3244e-04 |  9.3145e-04 |   9.3145e-04  |  9.3244e-04 |
| 0.141 | 9.3442e-04 |  9.3343e-04 |   9.3343e-04  |  9.3442e-04 |
| 0.141 | 9.3641e-04 |  9.3542e-04 |   9.3542e-04  |  9.3641e-04 |
| 0.141 | 9.3841e-04 |  9.3741e-04 |   9.3741e-04  |  9.3841e-04 |
| 0.141 | 9.4040e-04 |  9.3940e-04 |   9.3940e-04  |  9.4040e-04 |
| 0.141 | 9.4240e-04 |  9.4140e-04 |   9.4140e-04  |  9.4240e-04 |
| 0.141 | 9.4440e-04 |  9.4340e-04 |   9.4340e-04  |  9.4440e-04 |
| 0.142 | 9.4640e-04 |  9.4540e-04 |   9.4540e-04  |  9.4640e-04 |
| 0.142 | 9.4841e-04 |  9.4741e-04 |   9.4741e-04  |  9.4841e-04 |
| 0.142 | 9.5042e-04 |  9.4942e-04 |   9.4942e-04  |  9.5042e-04 |
| 0.142 | 9.5243e-04 |  9.5143e-04 |   9.5143e-04  |  9.5243e-04 |
| 0.142 | 9.5445e-04 |  9.5344e-04 |   9.5344e-04  |  9.5445e-04 |
| 0.142 | 9.5647e-04 |  9.5546e-04 |   9.5546e-04  |  9.5647e-04 |
| 0.142 | 9.5849e-04 |  9.5748e-04 |   9.5748e-04  |  9.5849e-04 |
| 0.142 | 9.6051e-04 |  9.5950e-04 |   9.5950e-04  |  9.6051e-04 |
| 0.142 | 9.6254e-04 |  9.6152e-04 |   9.6152e-04  |  9.6254e-04 |
| 0.142 | 9.6457e-04 |  9.6355e-04 |   9.6355e-04  |  9.6457e-04 |
| 0.143 | 9.6660e-04 |  9.6558e-04 |   9.6558e-04  |  9.6660e-04 |
| 0.143 | 9.6863e-04 |  9.6761e-04 |   9.6762e-04  |  9.6863e-04 |
| 0.143 | 9.7067e-04 |  9.6965e-04 |   9.6965e-04  |  9.7067e-04 |
| 0.143 | 9.7271e-04 |  9.7169e-04 |   9.7169e-04  |  9.7271e-04 |
| 0.143 | 9.7476e-04 |  9.7373e-04 |   9.7373e-04  |  9.7476e-04 |
| 0.143 | 9.7680e-04 |  9.7578e-04 |   9.7578e-04  |  9.7680e-04 |
| 0.143 | 9.7885e-04 |  9.7783e-04 |   9.7783e-04  |  9.7885e-04 |
| 0.143 | 9.8090e-04 |  9.7988e-04 |   9.7988e-04  |  9.8090e-04 |
| 0.143 | 9.8296e-04 |  9.8193e-04 |   9.8193e-04  |  9.8296e-04 |
| 0.143 | 9.8502e-04 |  9.8399e-04 |   9.8399e-04  |  9.8502e-04 |
| 0.144 | 9.8708e-04 |  9.8605e-04 |   9.8605e-04  |  9.8708e-04 |
| 0.144 | 9.8914e-04 |  9.8811e-04 |   9.8811e-04  |  9.8914e-04 |
| 0.144 | 9.9121e-04 |  9.9017e-04 |   9.9017e-04  |  9.9121e-04 |
| 0.144 | 9.9328e-04 |  9.9224e-04 |   9.9224e-04  |  9.9328e-04 |
| 0.144 | 9.9535e-04 |  9.9431e-04 |   9.9431e-04  |  9.9535e-04 |
| 0.144 | 9.9742e-04 |  9.9639e-04 |   9.9639e-04  |  9.9742e-04 |
| 0.144 | 9.9950e-04 |  9.9846e-04 |   9.9846e-04  |  9.9950e-04 |
| 0.144 | 1.0016e-03 |  1.0005e-03 |   1.0005e-03  |  1.0016e-03 |
| 0.144 | 1.0037e-03 |  1.0026e-03 |   1.0026e-03  |  1.0037e-03 |
| 0.144 | 1.0058e-03 |  1.0047e-03 |   1.0047e-03  |  1.0058e-03 |
| 0.145 | 1.0078e-03 |  1.0068e-03 |   1.0068e-03  |  1.0078e-03 |
| 0.145 | 1.0099e-03 |  1.0089e-03 |   1.0089e-03  |  1.0099e-03 |
| 0.145 | 1.0120e-03 |  1.0110e-03 |   1.0110e-03  |  1.0120e-03 |
| 0.145 | 1.0141e-03 |  1.0131e-03 |   1.0131e-03  |  1.0141e-03 |
| 0.145 | 1.0162e-03 |  1.0152e-03 |   1.0152e-03  |  1.0162e-03 |
| 0.145 | 1.0183e-03 |  1.0173e-03 |   1.0173e-03  |  1.0183e-03 |
| 0.145 | 1.0204e-03 |  1.0194e-03 |   1.0194e-03  |  1.0204e-03 |
| 0.145 | 1.0226e-03 |  1.0215e-03 |   1.0215e-03  |  1.0226e-03 |
| 0.145 | 1.0247e-03 |  1.0236e-03 |   1.0236e-03  |  1.0247e-03 |
| 0.145 | 1.0268e-03 |  1.0257e-03 |   1.0257e-03  |  1.0268e-03 |
| 0.146 | 1.0289e-03 |  1.0278e-03 |   1.0278e-03  |  1.0289e-03 |
| 0.146 | 1.0310e-03 |  1.0300e-03 |   1.0300e-03  |  1.0310e-03 |
| 0.146 | 1.0331e-03 |  1.0321e-03 |   1.0321e-03  |  1.0331e-03 |
| 0.146 | 1.0353e-03 |  1.0342e-03 |   1.0342e-03  |  1.0353e-03 |
| 0.146 | 1.0374e-03 |  1.0363e-03 |   1.0363e-03  |  1.0374e-03 |
| 0.146 | 1.0395e-03 |  1.0385e-03 |   1.0385e-03  |  1.0395e-03 |
| 0.146 | 1.0417e-03 |  1.0406e-03 |   1.0406e-03  |  1.0417e-03 |
| 0.146 | 1.0438e-03 |  1.0427e-03 |   1.0427e-03  |  1.0438e-03 |
| 0.146 | 1.0460e-03 |  1.0449e-03 |   1.0449e-03  |  1.0460e-03 |
| 0.146 | 1.0481e-03 |  1.0470e-03 |   1.0470e-03  |  1.0481e-03 |
| 0.147 | 1.0502e-03 |  1.0492e-03 |   1.0492e-03  |  1.0502e-03 |
| 0.147 | 1.0524e-03 |  1.0513e-03 |   1.0513e-03  |  1.0524e-03 |
| 0.147 | 1.0545e-03 |  1.0535e-03 |   1.0535e-03  |  1.0545e-03 |
| 0.147 | 1.0567e-03 |  1.0556e-03 |   1.0556e-03  |  1.0567e-03 |
| 0.147 | 1.0589e-03 |  1.0578e-03 |   1.0578e-03  |  1.0589e-03 |
| 0.147 | 1.0610e-03 |  1.0599e-03 |   1.0599e-03  |  1.0610e-03 |
| 0.147 | 1.0632e-03 |  1.0621e-03 |   1.0621e-03  |  1.0632e-03 |
| 0.147 | 1.0654e-03 |  1.0643e-03 |   1.0643e-03  |  1.0654e-03 |
| 0.147 | 1.0675e-03 |  1.0664e-03 |   1.0664e-03  |  1.0675e-03 |
| 0.147 | 1.0697e-03 |  1.0686e-03 |   1.0686e-03  |  1.0697e-03 |
| 0.148 | 1.0719e-03 |  1.0708e-03 |   1.0708e-03  |  1.0719e-03 |
| 0.148 | 1.0741e-03 |  1.0730e-03 |   1.0730e-03  |  1.0741e-03 |
| 0.148 | 1.0762e-03 |  1.0752e-03 |   1.0752e-03  |  1.0762e-03 |
| 0.148 | 1.0784e-03 |  1.0773e-03 |   1.0773e-03  |  1.0784e-03 |
| 0.148 | 1.0806e-03 |  1.0795e-03 |   1.0795e-03  |  1.0806e-03 |
| 0.148 | 1.0828e-03 |  1.0817e-03 |   1.0817e-03  |  1.0828e-03 |
| 0.148 | 1.0850e-03 |  1.0839e-03 |   1.0839e-03  |  1.0850e-03 |
| 0.148 | 1.0872e-03 |  1.0861e-03 |   1.0861e-03  |  1.0872e-03 |
| 0.148 | 1.0894e-03 |  1.0883e-03 |   1.0883e-03  |  1.0894e-03 |
| 0.148 | 1.0916e-03 |  1.0905e-03 |   1.0905e-03  |  1.0916e-03 |
| 0.149 | 1.0938e-03 |  1.0927e-03 |   1.0927e-03  |  1.0938e-03 |
| 0.149 | 1.0960e-03 |  1.0949e-03 |   1.0949e-03  |  1.0960e-03 |
| 0.149 | 1.0982e-03 |  1.0971e-03 |   1.0971e-03  |  1.0982e-03 |
| 0.149 | 1.1005e-03 |  1.0993e-03 |   1.0993e-03  |  1.1005e-03 |
| 0.149 | 1.1027e-03 |  1.1016e-03 |   1.1016e-03  |  1.1027e-03 |
| 0.149 | 1.1049e-03 |  1.1038e-03 |   1.1038e-03  |  1.1049e-03 |
| 0.149 | 1.1071e-03 |  1.1060e-03 |   1.1060e-03  |  1.1071e-03 |
| 0.149 | 1.1093e-03 |  1.1082e-03 |   1.1082e-03  |  1.1093e-03 |
| 0.149 | 1.1116e-03 |  1.1105e-03 |   1.1105e-03  |  1.1116e-03 |
| 0.149 | 1.1138e-03 |  1.1127e-03 |   1.1127e-03  |  1.1138e-03 |
| 0.150 | 1.1161e-03 |  1.1149e-03 |   1.1149e-03  |  1.1161e-03 |
| 0.150 | 1.1183e-03 |  1.1172e-03 |   1.1172e-03  |  1.1183e-03 |
| 0.150 | 1.1205e-03 |  1.1194e-03 |   1.1194e-03  |  1.1205e-03 |
| 0.150 | 1.1228e-03 |  1.1217e-03 |   1.1217e-03  |  1.1228e-03 |
| 0.150 | 1.1250e-03 |  1.1239e-03 |   1.1239e-03  |  1.1250e-03 |
| 0.150 | 1.1273e-03 |  1.1262e-03 |   1.1262e-03  |  1.1273e-03 |
| 0.150 | 1.1295e-03 |  1.1284e-03 |   1.1284e-03  |  1.1295e-03 |
| 0.150 | 1.1318e-03 |  1.1307e-03 |   1.1307e-03  |  1.1318e-03 |
| 0.150 | 1.1341e-03 |  1.1329e-03 |   1.1329e-03  |  1.1341e-03 |
| 0.150 | 1.1363e-03 |  1.1352e-03 |   1.1352e-03  |  1.1363e-03 |
| 0.151 | 1.1386e-03 |  1.1374e-03 |   1.1374e-03  |  1.1386e-03 |
| 0.151 | 1.1409e-03 |  1.1397e-03 |   1.1397e-03  |  1.1409e-03 |
| 0.151 | 1.1431e-03 |  1.1420e-03 |   1.1420e-03  |  1.1431e-03 |
| 0.151 | 1.1454e-03 |  1.1443e-03 |   1.1443e-03  |  1.1454e-03 |
| 0.151 | 1.1477e-03 |  1.1465e-03 |   1.1465e-03  |  1.1477e-03 |
| 0.151 | 1.1500e-03 |  1.1488e-03 |   1.1488e-03  |  1.1500e-03 |
| 0.151 | 1.1522e-03 |  1.1511e-03 |   1.1511e-03  |  1.1522e-03 |
| 0.151 | 1.1545e-03 |  1.1534e-03 |   1.1534e-03  |  1.1545e-03 |
| 0.151 | 1.1568e-03 |  1.1557e-03 |   1.1557e-03  |  1.1568e-03 |
| 0.151 | 1.1591e-03 |  1.1580e-03 |   1.1580e-03  |  1.1591e-03 |
| 0.152 | 1.1614e-03 |  1.1603e-03 |   1.1603e-03  |  1.1614e-03 |
| 0.152 | 1.1637e-03 |  1.1626e-03 |   1.1626e-03  |  1.1637e-03 |
| 0.152 | 1.1660e-03 |  1.1649e-03 |   1.1649e-03  |  1.1660e-03 |
| 0.152 | 1.1683e-03 |  1.1672e-03 |   1.1672e-03  |  1.1683e-03 |
| 0.152 | 1.1706e-03 |  1.1695e-03 |   1.1695e-03  |  1.1706e-03 |
| 0.152 | 1.1729e-03 |  1.1718e-03 |   1.1718e-03  |  1.1729e-03 |
| 0.152 | 1.1753e-03 |  1.1741e-03 |   1.1741e-03  |  1.1753e-03 |
| 0.152 | 1.1776e-03 |  1.1764e-03 |   1.1764e-03  |  1.1776e-03 |
| 0.152 | 1.1799e-03 |  1.1787e-03 |   1.1787e-03  |  1.1799e-03 |
| 0.152 | 1.1822e-03 |  1.1811e-03 |   1.1811e-03  |  1.1822e-03 |
| 0.153 | 1.1846e-03 |  1.1834e-03 |   1.1834e-03  |  1.1846e-03 |
| 0.153 | 1.1869e-03 |  1.1857e-03 |   1.1857e-03  |  1.1869e-03 |
