
U(x, u) = x^2 + u^2

+-------+------------+-------------+---------------+-------------+
|   x   |   Пикар    | Явный Эйлер | Неявный Эйлер | Рунге-Кутта |
| 0.599 | 7.2192e-02 |  7.2174e-02 |   7.2175e-02  |  7.2192e-02 |
| 0.599 | 7.2229e-02 |  7.2210e-02 |   7.2211e-02  |  7.2229e-02 |
| 0.600 | 7.2265e-02 |  7.2247e-02 |   7.2247e-02  |  7.2265e-02 |
| 0.600 | 7.2302e-02 |  7.2283e-02 |   7.2284e-02  |  7.2302e-02 |
| 0.600 | 7.2338e-02 |  7.2320e-02 |   7.2320e-02  |  7.2338e-02 |
| 0.600 | 7.2375e-02 |  7.2356e-02 |   7.2357e-02  |  7.2375e-02 |
| 0.600 | 7.2411e-02 |  7.2393e-02 |   7.2393e-02  |  7.2411e-02 |
| 0.600 | 7.2448e-02 |  7.2429e-02 |   7.2430e-02  |  7.2448e-02 |
| 0.600 | 7.2484e-02 |  7.2466e-02 |   7.2466e-02  |  7.2484e-02 |
| 0.600 | 7.2521e-02 |  7.2502e-02 |   7.2503e-02  |  7.2521e-02 |
| 0.600 | 7.2557e-02 |  7.2539e-02 |   7.2539e-02  |  7.2557e-02 |
| 0.600 | 7.2594e-02 |  7.2576e-02 |   7.2576e-02  |  7.2594e-02 |
| 0.601 | 7.2631e-02 |  7.2612e-02 |   7.2613e-02  |  7.2631e-02 |
| 0.601 | 7.2667e-02 |  7.2649e-02 |   7.2649e-02  |  7.2667e-02 |
| 0.601 | 7.2704e-02 |  7.2685e-02 |   7.2686e-02  |  7.2704e-02 |
| 0.601 | 7.2740e-02 |  7.2722e-02 |   7.2722e-02  |  7.2740e-02 |
| 0.601 | 7.2777e-02 |  7.2759e-02 |   7.2759e-02  |  7.2777e-02 |
| 0.601 | 7.2814e-02 |  7.2795e-02 |   7.2796e-02  |  7.2814e-02 |
| 0.601 | 7.2850e-02 |  7.2832e-02 |   7.2832e-02  |  7.2850e-02 |
| 0.601 | 7.2887e-02 |  7.2868e-02 |   7.2869e-02  |  7.2887e-02 |
| 0.601 | 7.2924e-02 |  7.2905e-02 |   7.2906e-02  |  7.2924e-02 |
| 0.601 | 7.2960e-02 |  7.2942e-02 |   7.2942e-02  |  7.2960e-02 |
| 0.602 | 7.2997e-02 |  7.2979e-02 |   7.2979e-02  |  7.2997e-02 |
| 0.602 | 7.3034e-02 |  7.3015e-02 |   7.3016e-02  |  7.3034e-02 |
| 0.602 | 7.3071e-02 |  7.3052e-02 |   7.3052e-02  |  7.3071e-02 |
| 0.602 | 7.3107e-02 |  7.3089e-02 |   7.3089e-02  |  7.3107e-02 |
| 0.602 | 7.3144e-02 |  7.3125e-02 |   7.3126e-02  |  7.3144e-02 |
| 0.602 | 7.3181e-02 |  7.3162e-02 |   7.3163e-02  |  7.3181e-02 |
| 0.602 | 7.3218e-02 |  7.3199e-02 |   7.3200e-02  |  7.3218e-02 |
| 0.602 | 7.3254e-02 |  7.3236e-02 |   7.3236e-02  |  7.3254e-02 |
| 0.602 | 7.3291e-02 |  7.3273e-02 |   7.3273e-02  |  7.3291e-02 |
| 0.602 | 7.3328e-02 |  7.3309e-02 |   7.3310e-02  |  7.3328e-02 |
| 0.603 | 7.3365e-02 |  7.3346e-02 |   7.3347e-02  |  7.3365e-02 |
| 0.603 | 7.3402e-02 |  7.3383e-02 |   7.3384e-02  |  7.3402e-02 |
| 0.603 | 7.3439e-02 |  7.3420e-02 |   7.3420e-02  |  7.3439e-02 |
| 0.603 | 7.3475e-02 |  7.3457e-02 |   7.3457e-02  |  7.3475e-02 |
| 0.603 | 7.3512e-02 |  7.3494e-02 |   7.3494e-02  |  7.3512e-02 |
| 0.603 | 7.3549e-02 |  7.3531e-02 |   7.3531e-02  |  7.3549e-02 |
| 0.603 | 7.3586e-02 |  7.3567e-02 |   7.3568e-02  |  7.3586e-02 |
| 0.603 | 7.3623e-02 |  7.3604e-02 |   7.3605e-02  |  7.3623e-02 |
| 0.603 | 7.3660e-02 |  7.3641e-02 |   7.3642e-02  |  7.3660e-02 |
| 0.603 | 7.3697e-02 |  7.3678e-02 |   7.3679e-02  |  7.3697e-02 |
| 0.604 | 7.3734e-02 |  7.3715e-02 |   7.3716e-02  |  7.3734e-02 |
| 0.604 | 7.3771e-02 |  7.3752e-02 |   7.3753e-02  |  7.3771e-02 |
| 0.604 | 7.3808e-02 |  7.3789e-02 |   7.3790e-02  |  7.3808e-02 |
| 0.604 | 7.3845e-02 |  7.3826e-02 |   7.3827e-02  |  7.3845e-02 |
| 0.604 | 7.3882e-02 |  7.3863e-02 |   7.3864e-02  |  7.3882e-02 |
| 0.604 | 7.3919e-02 |  7.3900e-02 |   7.3901e-02  |  7.3919e-02 |
| 0.604 | 7.3956e-02 |  7.3937e-02 |   7.3938e-02  |  7.3956e-02 |
| 0.604 | 7.3993e-02 |  7.3974e-02 |   7.3975e-02  |  7.3993e-02 |
| 0.604 | 7.4030e-02 |  7.4011e-02 |   7.4012e-02  |  7.4030e-02 |
| 0.604 | 7.4067e-02 |  7.4048e-02 |   7.4049e-02  |  7.4067e-02 |
| 0.605 | 7.4104e-02 |  7.4085e-02 |   7.4086e-02  |  7.4104e-02 |
| 0.605 | 7.4141e-02 |  7.4122e-02 |   7.4123e-02  |  7.4141e-02 |
| 0.605 | 7.4178e-02 |  7.4160e-02 |   7.4160e-02  |  7.4178e-02 |
| 0.605 | 7.4216e-02 |  7.4197e-02 |   7.4197e-02  |  7.4216e-02 |
| 0.605 | 7.4253e-02 |  7.4234e-02 |   7.4234e-02  |  7.4253e-02 |
| 0.605 | 7.4290e-02 |  7.4271e-02 |   7.4272e-02  |  7.4290e-02 |
| 0.605 | 7.4327e-02 |  7.4308e-02 |   7.4309e-02  |  7.4327e-02 |
| 0.605 | 7.4364e-02 |  7.4345e-02 |   7.4346e-02  |  7.4364e-02 |
| 0.605 | 7.4401e-02 |  7.4382e-02 |   7.4383e-02  |  7.4401e-02 |
| 0.605 | 7.4439e-02 |  7.4420e-02 |   7.4420e-02  |  7.4439e-02 |
| 0.606 | 7.4476e-02 |  7.4457e-02 |   7.4457e-02  |  7.4476e-02 |
| 0.606 | 7.4513e-02 |  7.4494e-02 |   7.4495e-02  |  7.4513e-02 |
| 0.606 | 7.4550e-02 |  7.4531e-02 |   7.4532e-02  |  7.4550e-02 |
| 0.606 | 7.4587e-02 |  7.4569e-02 |   7.4569e-02  |  7.4587e-02 |
| 0.606 | 7.4625e-02 |  7.4606e-02 |   7.4606e-02  |  7.4625e-02 |
| 0.606 | 7.4662e-02 |  7.4643e-02 |   7.4644e-02  |  7.4662e-02 |
| 0.606 | 7.4699e-02 |  7.4680e-02 |   7.4681e-02  |  7.4699e-02 |
| 0.606 | 7.4737e-02 |  7.4718e-02 |   7.4718e-02  |  7.4737e-02 |
| 0.606 | 7.4774e-02 |  7.4755e-02 |   7.4756e-02  |  7.4774e-02 |
| 0.606 | 7.4811e-02 |  7.4792e-02 |   7.4793e-02  |  7.4811e-02 |
| 0.607 | 7.4849e-02 |  7.4830e-02 |   7.4830e-02  |  7.4849e-02 |
| 0.607 | 7.4886e-02 |  7.4867e-02 |   7.4868e-02  |  7.4886e-02 |
| 0.607 | 7.4923e-02 |  7.4904e-02 |   7.4905e-02  |  7.4923e-02 |
| 0.607 | 7.4961e-02 |  7.4942e-02 |   7.4942e-02  |  7.4961e-02 |
| 0.607 | 7.4998e-02 |  7.4979e-02 |   7.4980e-02  |  7.4998e-02 |
| 0.607 | 7.5035e-02 |  7.5016e-02 |   7.5017e-02  |  7.5035e-02 |
| 0.607 | 7.5073e-02 |  7.5054e-02 |   7.5054e-02  |  7.5073e-02 |
| 0.607 | 7.5110e-02 |  7.5091e-02 |   7.5092e-02  |  7.5110e-02 |
| 0.607 | 7.5148e-02 |  7.5129e-02 |   7.5129e-02  |  7.5148e-02 |
| 0.607 | 7.5185e-02 |  7.5166e-02 |   7.5167e-02  |  7.5185e-02 |
| 0.608 | 7.5223e-02 |  7.5204e-02 |   7.5204e-02  |  7.5223e-02 |
| 0.608 | 7.5260e-02 |  7.5241e-02 |   7.5242e-02  |  7.5260e-02 |
| 0.608 | 7.5298e-02 |  7.5279e-02 |   7.5279e-02  |  7.5298e-02 |
| 0.608 | 7.5335e-02 |  7.5316e-02 |   7.5317e-02  |  7.5335e-02 |
| 0.608 | 7.5373e-02 |  7.5354e-02 |   7.5354e-02  |  7.5373e-02 |
| 0.608 | 7.5410e-02 |  7.5391e-02 |   7.5392e-02  |  7.5410e-02 |
| 0.608 | 7.5448e-02 |  7.5429e-02 |   7.5429e-02  |  7.5448e-02 |
| 0.608 | 7.5485e-02 |  7.5466e-02 |   7.5467e-02  |  7.5485e-02 |
| 0.608 | 7.5523e-02 |  7.5504e-02 |   7.5504e-02  |  7.5523e-02 |
| 0.608 | 7.5560e-02 |  7.5541e-02 |   7.5542e-02  |  7.5560e-02 |
| 0.609 | 7.5598e-02 |  7.5579e-02 |   7.5579e-02  |  7.5598e-02 |
| 0.609 | 7.5636e-02 |  7.5617e-02 |   7.5617e-02  |  7.5636e-02 |
| 0.609 | 7.5673e-02 |  7.5654e-02 |   7.5655e-02  |  7.5673e-02 |
| 0.609 | 7.5711e-02 |  7.5692e-02 |   7.5692e-02  |  7.5711e-02 |
| 0.609 | 7.5748e-02 |  7.5729e-02 |   7.5730e-02  |  7.5748e-02 |
| 0.609 | 7.5786e-02 |  7.5767e-02 |   7.5768e-02  |  7.5786e-02 |
| 0.609 | 7.5824e-02 |  7.5805e-02 |   7.5805e-02  |  7.5824e-02 |
| 0.609 | 7.5861e-02 |  7.5842e-02 |   7.5843e-02  |  7.5861e-02 |
| 0.609 | 7.5899e-02 |  7.5880e-02 |   7.5881e-02  |  7.5899e-02 |
| 0.609 | 7.5937e-02 |  7.5918e-02 |   7.5918e-02  |  7.5937e-02 |
| 0.610 | 7.5975e-02 |  7.5955e-02 |   7.5956e-02  |  7.5975e-02 |
| 0.610 | 7.6012e-02 |  7.5993e-02 |   7.5994e-02  |  7.6012e-02 |
| 0.610 | 7.6050e-02 |  7.6031e-02 |   7.6032e-02  |  7.6050e-02 |
| 0.610 | 7.6088e-02 |  7.6069e-02 |   7.6069e-02  |  7.6088e-02 |
| 0.610 | 7.6126e-02 |  7.6106e-02 |   7.6107e-02  |  7.6126e-02 |
| 0.610 | 7.6163e-02 |  7.6144e-02 |   7.6145e-02  |  7.6163e-02 |
| 0.610 | 7.6201e-02 |  7.6182e-02 |   7.6183e-02  |  7.6201e-02 |
| 0.610 | 7.6239e-02 |  7.6220e-02 |   7.6220e-02  |  7.6239e-02 |
| 0.610 | 7.6277e-02 |  7.6258e-02 |   7.6258e-02  |  7.6277e-02 |
| 0.610 | 7.6315e-02 |  7.6295e-02 |   7.6296e-02  |  7.6315e-02 |
| 0.611 | 7.6353e-02 |  7.6333e-02 |   7.6334e-02  |  7.6353e-02 |
| 0.611 | 7.6390e-02 |  7.6371e-02 |   7.6372e-02  |  7.6390e-02 |
| 0.611 | 7.6428e-02 |  7.6409e-02 |   7.6410e-02  |  7.6428e-02 |
| 0.611 | 7.6466e-02 |  7.6447e-02 |   7.6447e-02  |  7.6466e-02 |
| 0.611 | 7.6504e-02 |  7.6485e-02 |   7.6485e-02  |  7.6504e-02 |
| 0.611 | 7.6542e-02 |  7.6523e-02 |   7.6523e-02  |  7.6542e-02 |
| 0.611 | 7.6580e-02 |  7.6561e-02 |   7.6561e-02  |  7.6580e-02 |
| 0.611 | 7.6618e-02 |  7.6599e-02 |   7.6599e-02  |  7.6618e-02 |
| 0.611 | 7.6656e-02 |  7.6636e-02 |   7.6637e-02  |  7.6656e-02 |
| 0.611 | 7.6694e-02 |  7.6674e-02 |   7.6675e-02  |  7.6694e-02 |
| 0.612 | 7.6732e-02 |  7.6712e-02 |   7.6713e-02  |  7.6732e-02 |
| 0.612 | 7.6770e-02 |  7.6750e-02 |   7.6751e-02  |  7.6770e-02 |
| 0.612 | 7.6808e-02 |  7.6788e-02 |   7.6789e-02  |  7.6808e-02 |
| 0.612 | 7.6846e-02 |  7.6826e-02 |   7.6827e-02  |  7.6846e-02 |
| 0.612 | 7.6884e-02 |  7.6864e-02 |   7.6865e-02  |  7.6884e-02 |
| 0.612 | 7.6922e-02 |  7.6902e-02 |   7.6903e-02  |  7.6922e-02 |
| 0.612 | 7.6960e-02 |  7.6940e-02 |   7.6941e-02  |  7.6960e-02 |
| 0.612 | 7.6998e-02 |  7.6979e-02 |   7.6979e-02  |  7.6998e-02 |
| 0.612 | 7.7036e-02 |  7.7017e-02 |   7.7017e-02  |  7.7036e-02 |
| 0.612 | 7.7074e-02 |  7.7055e-02 |   7.7055e-02  |  7.7074e-02 |
| 0.613 | 7.7112e-02 |  7.7093e-02 |   7.7093e-02  |  7.7112e-02 |
| 0.613 | 7.7150e-02 |  7.7131e-02 |   7.7132e-02  |  7.7150e-02 |
| 0.613 | 7.7188e-02 |  7.7169e-02 |   7.7170e-02  |  7.7188e-02 |
| 0.613 | 7.7227e-02 |  7.7207e-02 |   7.7208e-02  |  7.7227e-02 |
| 0.613 | 7.7265e-02 |  7.7245e-02 |   7.7246e-02  |  7.7265e-02 |
| 0.613 | 7.7303e-02 |  7.7283e-02 |   7.7284e-02  |  7.7303e-02 |
| 0.613 | 7.7341e-02 |  7.7322e-02 |   7.7322e-02  |  7.7341e-02 |
| 0.613 | 7.7379e-02 |  7.7360e-02 |   7.7360e-02  |  7.7379e-02 |
| 0.613 | 7.7417e-02 |  7.7398e-02 |   7.7399e-02  |  7.7417e-02 |
| 0.613 | 7.7456e-02 |  7.7436e-02 |   7.7437e-02  |  7.7456e-02 |
| 0.614 | 7.7494e-02 |  7.7474e-02 |   7.7475e-02  |  7.7494e-02 |
| 0.614 | 7.7532e-02 |  7.7513e-02 |   7.7513e-02  |  7.7532e-02 |
| 0.614 | 7.7570e-02 |  7.7551e-02 |   7.7552e-02  |  7.7570e-02 |
| 0.614 | 7.7609e-02 |  7.7589e-02 |   7.7590e-02  |  7.7609e-02 |
| 0.614 | 7.7647e-02 |  7.7628e-02 |   7.7628e-02  |  7.7647e-02 |
| 0.614 | 7.7685e-02 |  7.7666e-02 |   7.7666e-02  |  7.7685e-02 |
| 0.614 | 7.7724e-02 |  7.7704e-02 |   7.7705e-02  |  7.7724e-02 |
| 0.614 | 7.7762e-02 |  7.7742e-02 |   7.7743e-02  |  7.7762e-02 |
| 0.614 | 7.7800e-02 |  7.7781e-02 |   7.7781e-02  |  7.7800e-02 |
| 0.614 | 7.7839e-02 |  7.7819e-02 |   7.7820e-02  |  7.7839e-02 |
| 0.615 | 7.7877e-02 |  7.7857e-02 |   7.7858e-02  |  7.7877e-02 |
| 0.615 | 7.7915e-02 |  7.7896e-02 |   7.7896e-02  |  7.7915e-02 |
| 0.615 | 7.7954e-02 |  7.7934e-02 |   7.7935e-02  |  7.7954e-02 |
| 0.615 | 7.7992e-02 |  7.7973e-02 |   7.7973e-02  |  7.7992e-02 |
| 0.615 | 7.8031e-02 |  7.8011e-02 |   7.8012e-02  |  7.8031e-02 |
| 0.615 | 7.8069e-02 |  7.8049e-02 |   7.8050e-02  |  7.8069e-02 |
| 0.615 | 7.8107e-02 |  7.8088e-02 |   7.8088e-02  |  7.8107e-02 |
| 0.615 | 7.8146e-02 |  7.8126e-02 |   7.8127e-02  |  7.8146e-02 |
| 0.615 | 7.8184e-02 |  7.8165e-02 |   7.8165e-02  |  7.8184e-02 |
| 0.615 | 7.8223e-02 |  7.8203e-02 |   7.8204e-02  |  7.8223e-02 |
| 0.616 | 7.8261e-02 |  7.8242e-02 |   7.8242e-02  |  7.8261e-02 |
| 0.616 | 7.8300e-02 |  7.8280e-02 |   7.8281e-02  |  7.8300e-02 |
| 0.616 | 7.8338e-02 |  7.8319e-02 |   7.8319e-02  |  7.8338e-02 |
| 0.616 | 7.8377e-02 |  7.8357e-02 |   7.8358e-02  |  7.8377e-02 |
| 0.616 | 7.8415e-02 |  7.8396e-02 |   7.8396e-02  |  7.8415e-02 |
| 0.616 | 7.8454e-02 |  7.8434e-02 |   7.8435e-02  |  7.8454e-02 |
| 0.616 | 7.8492e-02 |  7.8473e-02 |   7.8473e-02  |  7.8492e-02 |
| 0.616 | 7.8531e-02 |  7.8511e-02 |   7.8512e-02  |  7.8531e-02 |
| 0.616 | 7.8570e-02 |  7.8550e-02 |   7.8551e-02  |  7.8570e-02 |
| 0.616 | 7.8608e-02 |  7.8589e-02 |   7.8589e-02  |  7.8608e-02 |
| 0.617 | 7.8647e-02 |  7.8627e-02 |   7.8628e-02  |  7.8647e-02 |
| 0.617 | 7.8685e-02 |  7.8666e-02 |   7.8666e-02  |  7.8685e-02 |
| 0.617 | 7.8724e-02 |  7.8705e-02 |   7.8705e-02  |  7.8724e-02 |
| 0.617 | 7.8763e-02 |  7.8743e-02 |   7.8744e-02  |  7.8763e-02 |
| 0.617 | 7.8801e-02 |  7.8782e-02 |   7.8782e-02  |  7.8801e-02 |
| 0.617 | 7.8840e-02 |  7.8820e-02 |   7.8821e-02  |  7.8840e-02 |
| 0.617 | 7.8879e-02 |  7.8859e-02 |   7.8860e-02  |  7.8879e-02 |
| 0.617 | 7.8918e-02 |  7.8898e-02 |   7.8899e-02  |  7.8918e-02 |
| 0.617 | 7.8956e-02 |  7.8937e-02 |   7.8937e-02  |  7.8956e-02 |
| 0.617 | 7.8995e-02 |  7.8975e-02 |   7.8976e-02  |  7.8995e-02 |
| 0.618 | 7.9034e-02 |  7.9014e-02 |   7.9015e-02  |  7.9034e-02 |
| 0.618 | 7.9073e-02 |  7.9053e-02 |   7.9053e-02  |  7.9073e-02 |
| 0.618 | 7.9111e-02 |  7.9092e-02 |   7.9092e-02  |  7.9111e-02 |
| 0.618 | 7.9150e-02 |  7.9130e-02 |   7.9131e-02  |  7.9150e-02 |
| 0.618 | 7.9189e-02 |  7.9169e-02 |   7.9170e-02  |  7.9189e-02 |
| 0.618 | 7.9228e-02 |  7.9208e-02 |   7.9209e-02  |  7.9228e-02 |
| 0.618 | 7.9267e-02 |  7.9247e-02 |   7.9247e-02  |  7.9267e-02 |
| 0.618 | 7.9305e-02 |  7.9286e-02 |   7.9286e-02  |  7.9305e-02 |
| 0.618 | 7.9344e-02 |  7.9324e-02 |   7.9325e-02  |  7.9344e-02 |
| 0.618 | 7.9383e-02 |  7.9363e-02 |   7.9364e-02  |  7.9383e-02 |
| 0.619 | 7.9422e-02 |  7.9402e-02 |   7.9403e-02  |  7.9422e-02 |
| 0.619 | 7.9461e-02 |  7.9441e-02 |   7.9442e-02  |  7.9461e-02 |
| 0.619 | 7.9500e-02 |  7.9480e-02 |   7.9481e-02  |  7.9500e-02 |
| 0.619 | 7.9539e-02 |  7.9519e-02 |   7.9520e-02  |  7.9539e-02 |
| 0.619 | 7.9578e-02 |  7.9558e-02 |   7.9558e-02  |  7.9578e-02 |
| 0.619 | 7.9617e-02 |  7.9597e-02 |   7.9597e-02  |  7.9617e-02 |
| 0.619 | 7.9656e-02 |  7.9636e-02 |   7.9636e-02  |  7.9656e-02 |
| 0.619 | 7.9694e-02 |  7.9675e-02 |   7.9675e-02  |  7.9694e-02 |
| 0.619 | 7.9733e-02 |  7.9714e-02 |   7.9714e-02  |  7.9733e-02 |
| 0.619 | 7.9772e-02 |  7.9753e-02 |   7.9753e-02  |  7.9772e-02 |
| 0.620 | 7.9811e-02 |  7.9792e-02 |   7.9792e-02  |  7.9811e-02 |
| 0.620 | 7.9850e-02 |  7.9831e-02 |   7.9831e-02  |  7.9850e-02 |
| 0.620 | 7.9890e-02 |  7.9870e-02 |   7.9870e-02  |  7.9890e-02 |
| 0.620 | 7.9929e-02 |  7.9909e-02 |   7.9909e-02  |  7.9929e-02 |
| 0.620 | 7.9968e-02 |  7.9948e-02 |   7.9948e-02  |  7.9968e-02 |
| 0.620 | 8.0007e-02 |  7.9987e-02 |   7.9987e-02  |  8.0007e-02 |
| 0.620 | 8.0046e-02 |  8.0026e-02 |   8.0027e-02  |  8.0046e-02 |
| 0.620 | 8.0085e-02 |  8.0065e-02 |   8.0066e-02  |  8.0085e-02 |
| 0.620 | 8.0124e-02 |  8.0104e-02 |   8.0105e-02  |  8.0124e-02 |
| 0.620 | 8.0163e-02 |  8.0143e-02 |   8.0144e-02  |  8.0163e-02 |
| 0.621 | 8.0202e-02 |  8.0182e-02 |   8.0183e-02  |  8.0202e-02 |
| 0.621 | 8.0241e-02 |  8.0222e-02 |   8.0222e-02  |  8.0241e-02 |
| 0.621 | 8.0281e-02 |  8.0261e-02 |   8.0261e-02  |  8.0281e-02 |
| 0.621 | 8.0320e-02 |  8.0300e-02 |   8.0300e-02  |  8.0320e-02 |
| 0.621 | 8.0359e-02 |  8.0339e-02 |   8.0340e-02  |  8.0359e-02 |
| 0.621 | 8.0398e-02 |  8.0378e-02 |   8.0379e-02  |  8.0398e-02 |
| 0.621 | 8.0437e-02 |  8.0417e-02 |   8.0418e-02  |  8.0437e-02 |
| 0.621 | 8.0477e-02 |  8.0457e-02 |   8.0457e-02  |  8.0477e-02 |
| 0.621 | 8.0516e-02 |  8.0496e-02 |   8.0497e-02  |  8.0516e-02 |
| 0.621 | 8.0555e-02 |  8.0535e-02 |   8.0536e-02  |  8.0555e-02 |
| 0.622 | 8.0594e-02 |  8.0574e-02 |   8.0575e-02  |  8.0594e-02 |
| 0.622 | 8.0634e-02 |  8.0614e-02 |   8.0614e-02  |  8.0634e-02 |
| 0.622 | 8.0673e-02 |  8.0653e-02 |   8.0654e-02  |  8.0673e-02 |
| 0.622 | 8.0712e-02 |  8.0692e-02 |   8.0693e-02  |  8.0712e-02 |
| 0.622 | 8.0752e-02 |  8.0732e-02 |   8.0732e-02  |  8.0752e-02 |
| 0.622 | 8.0791e-02 |  8.0771e-02 |   8.0772e-02  |  8.0791e-02 |
| 0.622 | 8.0830e-02 |  8.0810e-02 |   8.0811e-02  |  8.0830e-02 |
| 0.622 | 8.0870e-02 |  8.0850e-02 |   8.0850e-02  |  8.0870e-02 |
| 0.622 | 8.0909e-02 |  8.0889e-02 |   8.0890e-02  |  8.0909e-02 |
| 0.622 | 8.0948e-02 |  8.0928e-02 |   8.0929e-02  |  8.0948e-02 |
| 0.623 | 8.0988e-02 |  8.0968e-02 |   8.0968e-02  |  8.0988e-02 |
| 0.623 | 8.1027e-02 |  8.1007e-02 |   8.1008e-02  |  8.1027e-02 |
| 0.623 | 8.1067e-02 |  8.1047e-02 |   8.1047e-02  |  8.1067e-02 |
| 0.623 | 8.1106e-02 |  8.1086e-02 |   8.1087e-02  |  8.1106e-02 |
| 0.623 | 8.1146e-02 |  8.1125e-02 |   8.1126e-02  |  8.1146e-02 |
| 0.623 | 8.1185e-02 |  8.1165e-02 |   8.1166e-02  |  8.1185e-02 |
| 0.623 | 8.1224e-02 |  8.1204e-02 |   8.1205e-02  |  8.1224e-02 |
| 0.623 | 8.1264e-02 |  8.1244e-02 |   8.1245e-02  |  8.1264e-02 |
| 0.623 | 8.1303e-02 |  8.1283e-02 |   8.1284e-02  |  8.1303e-02 |
| 0.623 | 8.1343e-02 |  8.1323e-02 |   8.1324e-02  |  8.1343e-02 |
| 0.624 | 8.1383e-02 |  8.1362e-02 |   8.1363e-02  |  8.1383e-02 |
| 0.624 | 8.1422e-02 |  8.1402e-02 |   8.1403e-02  |  8.1422e-02 |
| 0.624 | 8.1462e-02 |  8.1441e-02 |   8.1442e-02  |  8.1462e-02 |
| 0.624 | 8.1501e-02 |  8.1481e-02 |   8.1482e-02  |  8.1501e-02 |
| 0.624 | 8.1541e-02 |  8.1521e-02 |   8.1521e-02  |  8.1541e-02 |
| 0.624 | 8.1580e-02 |  8.1560e-02 |   8.1561e-02  |  8.1580e-02 |
| 0.624 | 8.1620e-02 |  8.1600e-02 |   8.1600e-02  |  8.1620e-02 |
| 0.624 | 8.1660e-02 |  8.1639e-02 |   8.1640e-02  |  8.1660e-02 |
| 0.624 | 8.1699e-02 |  8.1679e-02 |   8.1680e-02  |  8.1699e-02 |
| 0.624 | 8.1739e-02 |  8.1719e-02 |   8.1719e-02  |  8.1739e-02 |
| 0.625 | 8.1779e-02 |  8.1758e-02 |   8.1759e-02  |  8.1779e-02 |
| 0.625 | 8.1818e-02 |  8.1798e-02 |   8.1799e-02  |  8.1818e-02 |
| 0.625 | 8.1858e-02 |  8.1838e-02 |   8.1838e-02  |  8.1858e-02 |
| 0.625 | 8.1898e-02 |  8.1877e-02 |   8.1878e-02  |  8.1898e-02 |
| 0.625 | 8.1937e-02 |  8.1917e-02 |   8.1918e-02  |  8.1937e-02 |
| 0.625 | 8.1977e-02 |  8.1957e-02 |   8.1958e-02  |  8.1977e-02 |
| 0.625 | 8.2017e-02 |  8.1997e-02 |   8.1997e-02  |  8.2017e-02 |
| 0.625 | 8.2057e-02 |  8.2036e-02 |   8.2037e-02  |  8.2057e-02 |
| 0.625 | 8.2096e-02 |  8.2076e-02 |   8.2077e-02  |  8.2096e-02 |
| 0.625 | 8.2136e-02 |  8.2116e-02 |   8.2117e-02  |  8.2136e-02 |
| 0.626 | 8.2176e-02 |  8.2156e-02 |   8.2156e-02  |  8.2176e-02 |
| 0.626 | 8.2216e-02 |  8.2195e-02 |   8.2196e-02  |  8.2216e-02 |
| 0.626 | 8.2256e-02 |  8.2235e-02 |   8.2236e-02  |  8.2256e-02 |
| 0.626 | 8.2295e-02 |  8.2275e-02 |   8.2276e-02  |  8.2295e-02 |
| 0.626 | 8.2335e-02 |  8.2315e-02 |   8.2316e-02  |  8.2335e-02 |
| 0.626 | 8.2375e-02 |  8.2355e-02 |   8.2355e-02  |  8.2375e-02 |
| 0.626 | 8.2415e-02 |  8.2395e-02 |   8.2395e-02  |  8.2415e-02 |
| 0.626 | 8.2455e-02 |  8.2435e-02 |   8.2435e-02  |  8.2455e-02 |
| 0.626 | 8.2495e-02 |  8.2474e-02 |   8.2475e-02  |  8.2495e-02 |
| 0.626 | 8.2535e-02 |  8.2514e-02 |   8.2515e-02  |  8.2535e-02 |
| 0.627 | 8.2575e-02 |  8.2554e-02 |   8.2555e-02  |  8.2575e-02 |
| 0.627 | 8.2614e-02 |  8.2594e-02 |   8.2595e-02  |  8.2614e-02 |
| 0.627 | 8.2654e-02 |  8.2634e-02 |   8.2635e-02  |  8.2654e-02 |
| 0.627 | 8.2694e-02 |  8.2674e-02 |   8.2675e-02  |  8.2694e-02 |
| 0.627 | 8.2734e-02 |  8.2714e-02 |   8.2715e-02  |  8.2734e-02 |
| 0.627 | 8.2774e-02 |  8.2754e-02 |   8.2755e-02  |  8.2774e-02 |
| 0.627 | 8.2814e-02 |  8.2794e-02 |   8.2795e-02  |  8.2814e-02 |
| 0.627 | 8.2854e-02 |  8.2834e-02 |   8.2835e-02  |  8.2854e-02 |
| 0.627 | 8.2894e-02 |  8.2874e-02 |   8.2875e-02  |  8.2894e-02 |
| 0.627 | 8.2934e-02 |  8.2914e-02 |   8.2915e-02  |  8.2934e-02 |
| 0.628 | 8.2975e-02 |  8.2954e-02 |   8.2955e-02  |  8.2975e-02 |
| 0.628 | 8.3015e-02 |  8.2994e-02 |   8.2995e-02  |  8.3015e-02 |
| 0.628 | 8.3055e-02 |  8.3034e-02 |   8.3035e-02  |  8.3055e-02 |
| 0.628 | 8.3095e-02 |  8.3074e-02 |   8.3075e-02  |  8.3095e-02 |
| 0.628 | 8.3135e-02 |  8.3114e-02 |   8.3115e-02  |  8.3135e-02 |
| 0.628 | 8.3175e-02 |  8.3155e-02 |   8.3155e-02  |  8.3175e-02 |
| 0.628 | 8.3215e-02 |  8.3195e-02 |   8.3195e-02  |  8.3215e-02 |
| 0.628 | 8.3255e-02 |  8.3235e-02 |   8.3236e-02  |  8.3255e-02 |
